"number","relationship","country_iso","country_name","partner_iso","partner_name"
233,6489,BRN,Brunei Darussalam,PSE,State of Palestine
233,24749,QAT,Qatar,ZMB,Zambia
233,11065,DJI,Djibouti,SWE,Sweden
233,19855,LBY,Libya,SWZ,Eswatini
233,23335,NER,Niger,ESP,Spain
233,12423,GNQ,Equatorial Guinea,PRT,Portugal
232,4631,BLZ,Belize,CHE,Switzerland
232,23821,OMN,Oman,SYC,Seychelles
232,17690,IRL,Ireland,TTO,Trinidad & Tobago
232,14660,DEU,Germany,LSO,Lesotho
232,11607,PRK,DPR Korea,TUN,Tunisia
232,2788,AUT,Austria,GTM,Guatemala
232,21782,FSM,Micronesia,MMR,Myanmar
231,9478,COG,Congo,GMB,Gambia
231,15838,GTM,Guatemala,UKR,Ukraine
231,8502,CHL,Chile,TWN,Chinese Taipei
231,13393,FJI,Fiji,MUS,Mauritius
231,16879,ISL,Iceland,IRQ,Iraq
231,21871,FSM,Micronesia,VEN,Venezuela
231,16196,GUY,Guyana,MCO,Monaco
231,24351,PHL,Philippines,SEN,Senegal
231,21884,MCO,Monaco,NAM,Namibia
231,6749,BFA,Burkina Faso,DJI,Djibouti
231,1098,AND,Andorra,SMR,San Marino
231,3330,BHS,Bahamas,SGP,Singapore
231,4110,BLR,Belarus,KWT,Kuwait
231,14202,GAB,Gabon,MRT,Mauritania
231,4428,BEL,Belgium,TTO,Trinidad & Tobago
230,10257,CUB,Cuba,LTU,Lithuania
230,2897,AUT,Austria,SOM,Somalia
230,24203,PRY,Paraguay,SAU,Saudi Arabia
230,16503,HND,Honduras,NGA,Nigeria
230,7644,CAN,Canada,PLW,Palau
230,7424,CMR,Cameroon,MCO,Monaco
230,23794,OMN,Oman,PER,Peru
230,24597,PRT,Portugal,UGA,Uganda
230,7327,KHM,Cambodia,ZWE,Zimbabwe
230,12211,SLV,El Salvador,MDV,Maldives
230,10838,DNK,Denmark,OMN,Oman
230,17237,IDN,Indonesia,RWA,Rwanda
230,26817,TUN,Tunisia,ZMB,Zambia
230,17481,IRQ,Iraq,NAM,Namibia
229,9993,CRI,Costa Rica,UKR,Ukraine
229,17907,ITA,Italy,PNG,Papua New Guinea
229,3714,BGD,Bangladesh,NAM,Namibia
229,12899,ETH,Ethiopia,MCO,Monaco
229,11632,COD,DR Congo,GNQ,Equatorial Guinea
229,10091,HRV,Croatia,MCO,Monaco
229,18129,JAM,Jamaica,LBR,Liberia
229,21845,FSM,Micronesia,SWE,Sweden
229,20052,LTU,Lithuania,PHL,Philippines
229,11518,PRK,DPR Korea,MLI,Mali
229,1188,AGO,Angola,COL,Colombia
229,8600,CHL,Chile,NPL,Nepal
229,19533,LSO,Lesotho,MDG,Madagascar
228,20506,MDG,Madagascar,NOR,Norway
228,11514,PRK,DPR Korea,MDG,Madagascar
228,11101,DMA,Dominica,ECU,Ecuador
228,20614,MWI,Malawi,NER,Niger
228,38,AFG,Afghanistan,CAF,Central African Republic
228,6008,BRA,Brazil,MLI,Mali
228,16286,GUY,Guyana,URY,Uruguay
228,5204,BTN,Bhutan,NZL,New Zealand
228,11753,COD,DR Congo,SAU,Saudi Arabia
227,6698,BGR,Bulgaria,TJK,Tajikistan
227,1207,AGO,Angola,ERI,Eritrea
227,17795,ISR,Israel,WSM,Samoa
227,5038,BMU,Bermuda,SGP,Singapore
227,1928,ARG,Argentina,LVA,Latvia
227,19323,LVA,Latvia,PAK,Pakistan
227,1835,ARG,Argentina,BHR,Bahrain
227,10871,DNK,Denmark,SYC,Seychelles
227,9586,COG,Congo,STP,Sao Tome & Principe
227,15768,GTM,Guatemala,NGA,Nigeria
226,14594,GEO,Georgia,CHE,Switzerland
226,3389,BHR,Bahrain,BRN,Brunei Darussalam
226,22071,MNG,Mongolia,VAT,Vatican
226,20139,LUX,Luxembourg,MEX,Mexico
226,8399,TCD,Chad,MCO,Monaco
226,22621,NAM,Namibia,PSE,State of Palestine
226,24352,PHL,Philippines,SRB,Serbia
226,6012,BRA,Brazil,MRT,Mauritania
226,5827,BWA,Botswana,NER,Niger
226,10759,DNK,Denmark,GMB,Gambia
226,20755,MYS,Malaysia,KNA,Saint Kitts & Nevis
226,7452,CMR,Cameroon,PHL,Philippines
226,26341,LKA,Sri Lanka,TUN,Tunisia
226,12898,ETH,Ethiopia,FSM,Micronesia
226,23900,PAK,Pakistan,SYC,Seychelles
226,25102,RUS,Russia,SUR,Suriname
225,14881,GHA,Ghana,KNA,Saint Kitts & Nevis
225,4697,BEN,Benin,PRK,DPR Korea
225,12432,GNQ,Equatorial Guinea,RWA,Rwanda
225,15906,GIN,Guinea,MOZ,Mozambique
225,3290,BHS,Bahamas,NGA,Nigeria
225,21480,MUS,Mauritius,NZL,New Zealand
225,25972,SLE,Sierra Leone,TUN,Tunisia
225,22280,MAR,Morocco,NPL,Nepal
225,26413,SUR,Suriname,TUR,Turkey
225,7455,CMR,Cameroon,PRT,Portugal
225,127,AFG,Afghanistan,MUS,Mauritius
225,16518,HND,Honduras,PRT,Portugal
225,4164,BLR,Belarus,PHL,Philippines
225,209,AFG,Afghanistan,TON,Tonga
225,21137,MLT,Malta,VNM,Vietnam
225,18966,KWT,Kuwait,RWA,Rwanda
225,16297,GUY,Guyana,ZWE,Zimbabwe
225,3281,BHS,Bahamas,NAM,Namibia
224,2279,ABW,Aruba,BHS,Bahamas
224,16331,HTI,Haiti,MYS,Malaysia
224,14340,GMB,Gambia,KWT,Kuwait
224,8093,CYM,Cayman Islands,TUR,Turkey
224,3489,BHR,Bahrain,MEX,Mexico
224,21438,MRT,Mauritania,TGO,Togo
224,5033,BMU,Bermuda,SAU,Saudi Arabia
224,8137,CAF,Central African Republic,ERI,Eritrea
224,576,DZA,Algeria,LUX,Luxembourg
224,3552,BHR,Bahrain,ZAF,South Africa
224,5867,BWA,Botswana,SLE,Sierra Leone
224,16112,GNB,Guinea-Bissau,ESP,Spain
223,12447,GNQ,Equatorial Guinea,SLE,Sierra Leone
223,24743,QAT,Qatar,VAT,Vatican
223,16900,ISL,Iceland,LUX,Luxembourg
223,17181,IDN,Indonesia,LUX,Luxembourg
223,22781,NPL,Nepal,RWA,Rwanda
223,21913,MCO,Monaco,SDN,Republic of the Sudan
223,11006,DJI,Djibouti,NLD,Netherlands
223,23217,NIC,Nicaragua,PRT,Portugal
223,2282,ABW,Aruba,BRB,Barbados
223,26389,PSE,State of Palestine,UZB,Uzbekistan
223,14461,GMB,Gambia,VEN,Venezuela
223,16725,HKG,Hong Kong,VAT,Vatican
223,14437,GMB,Gambia,SYR,Syria
223,9167,COL,Colombia,MMR,Myanmar
223,21018,MLI,Mali,UKR,Ukraine
222,16875,HUN,Hungary,ZWE,Zimbabwe
222,7603,CAN,Canada,LIE,Liechtenstein
222,14979,GRC,Greece,MDG,Madagascar
222,13562,FIN,Finland,MNG,Mongolia
222,17114,IND,India,SVK,Slovakia
222,11417,DOM,Dominican Republic,SUR,Suriname
222,4128,BLR,Belarus,MLT,Malta
222,24552,PRT,Portugal,RWA,Rwanda
222,21535,MUS,Mauritius,SWZ,Eswatini
222,14890,GHA,Ghana,SRB,Serbia
222,21028,MLI,Mali,VNM,Vietnam
222,8949,TWN,Chinese Taipei,LVA,Latvia
222,25171,RWA,Rwanda,THA,Thailand
222,12128,EGY,Egypt,TTO,Trinidad & Tobago
222,23233,NIC,Nicaragua,VCT,Saint Vincent & the Grenadines
222,22534,MMR,Myanmar,TJK,Tajikistan
222,7729,CPV,Cape Verde,COL,Colombia
222,1814,ATG,Antigua & Barbuda,ARE,United Arab Emirates
221,4345,BEL,Belgium,MUS,Mauritius
221,17586,IRL,Ireland,KGZ,Kyrgyzstan
221,20145,LUX,Luxembourg,MAR,Morocco
221,12782,EST,Estonia,SAU,Saudi Arabia
221,24391,PHL,Philippines,UZB,Uzbekistan
221,11846,ECU,Ecuador,JOR,Jordan
221,12442,GNQ,Equatorial Guinea,STP,Sao Tome & Principe
220,3266,BHS,Bahamas,MLT,Malta
220,10555,CYP,Cyprus,YEM,Yemen
220,2910,AUT,Austria,TZA,Tanzania
220,3961,BRB,Barbados,RUS,Russia
220,1266,AGO,Angola,MDV,Maldives
220,12462,GNQ,Equatorial Guinea,CHE,Switzerland
220,6748,BFA,Burkina Faso,DNK,Denmark
220,15997,GIN,Guinea,VNM,Vietnam
220,2596,AUS,Australia,LSO,Lesotho
220,18044,CIV,Ivory Coast,PHL,Philippines
220,9623,COG,Congo,ARE,United Arab Emirates
220,15803,GTM,Guatemala,SAU,Saudi Arabia
219,16943,ISL,Iceland,PER,Peru
219,26676,THA,Thailand,ZMB,Zambia
219,239,ALB,Albania,ARG,Argentina
219,13588,FIN,Finland,PER,Peru
219,8302,CAF,Central African Republic,VNM,Vietnam
219,8025,CYM,Cayman Islands,NZL,New Zealand
219,9897,CRI,Costa Rica,MDV,Maldives
219,6633,BGR,Bulgaria,NAM,Namibia
219,5087,BTN,Bhutan,BRA,Brazil
219,14903,GHA,Ghana,SUR,Suriname
219,4642,BLZ,Belize,TUR,Turkey
219,7103,BDI,Burundi,TGO,Togo
219,17663,IRL,Ireland,SEN,Senegal
219,16560,HND,Honduras,TZA,Tanzania
218,17279,IDN,Indonesia,TKM,Turkmenistan
218,20141,LUX,Luxembourg,MCO,Monaco
218,15724,GTM,Guatemala,KEN,Kenya
218,1333,AGO,Angola,SVK,Slovakia
218,14354,GMB,Gambia,MWI,Malawi
218,2792,AUT,Austria,HTI,Haiti
218,9262,COL,Colombia,ZWE,Zimbabwe
218,5153,BTN,Bhutan,IRN,Iran
218,14466,GMB,Gambia,ZMB,Zambia
218,18603,KAZ,Kazakhstan,ZAF,South Africa
218,17275,IDN,Indonesia,TON,Tonga
217,18988,KWT,Kuwait,SSD,South Sudan
217,9491,COG,Congo,HTI,Haiti
217,7520,CMR,Cameroon,VNM,Vietnam
217,24266,PER,Peru,RWA,Rwanda
217,16011,GNB,Guinea-Bissau,IRN,Iran
217,20468,MKD,North Macedonia,VNM,Vietnam
217,19197,LAO,Lao,NOR,Norway
217,14638,DEU,Germany,HKG,Hong Kong
217,12596,ERI,Eritrea,KOR,Republic of Korea
217,591,DZA,Algeria,FSM,Micronesia
216,16886,ISL,Iceland,JOR,Jordan
216,3411,BHR,Bahrain,CZE,Czechia
216,19352,LVA,Latvia,SAU,Saudi Arabia
216,7230,KHM,Cambodia,MAR,Morocco
216,5165,BTN,Bhutan,KWT,Kuwait
216,24604,PRT,Portugal,UZB,Uzbekistan
216,22431,MOZ,Mozambique,LKA,Sri Lanka
216,23202,NIC,Nicaragua,NGA,Nigeria
216,18005,CIV,Ivory Coast,MYS,Malaysia
215,24339,PHL,Philippines,RWA,Rwanda
215,10452,CYP,Cyprus,MUS,Mauritius
215,321,ALB,Albania,ISL,Iceland
215,18534,KAZ,Kazakhstan,MLT,Malta
215,3626,BGD,Bangladesh,CYP,Cyprus
215,17390,IRN,Iran,SYC,Seychelles
215,8884,TWN,Chinese Taipei,COL,Colombia
215,1741,ATG,Antigua & Barbuda,NIC,Nicaragua
215,25085,RUS,Russia,SMR,San Marino
215,11698,COD,DR Congo,MUS,Mauritius
215,6582,BGR,Bulgaria,HND,Honduras
215,10295,CUB,Cuba,OMN,Oman
215,7162,KHM,Cambodia,FJI,Fiji
215,22886,NLD,Netherlands,SYC,Seychelles
215,10792,DNK,Denmark,KGZ,Kyrgyzstan
215,10644,CZE,Czechia,NAM,Namibia
215,12926,ETH,Ethiopia,PER,Peru
214,20181,LUX,Luxembourg,RWA,Rwanda
214,20423,MKD,North Macedonia,SAU,Saudi Arabia
214,7231,KHM,Cambodia,MOZ,Mozambique
214,6805,BFA,Burkina Faso,LBN,Lebanon
214,6832,BFA,Burkina Faso,MOZ,Mozambique
214,17190,IDN,Indonesia,MHL,Marshall Islands
214,3786,BGD,Bangladesh,TTO,Trinidad & Tobago
214,4122,BLR,Belarus,MKD,North Macedonia
214,20573,MDG,Madagascar,ARE,United Arab Emirates
214,25879,SRB,Serbia,TUN,Tunisia
214,21796,FSM,Micronesia,NOR,Norway
214,3831,BRB,Barbados,CHL,Chile
213,8354,TCD,Chad,HTI,Haiti
213,6861,BFA,Burkina Faso,KOR,Republic of Korea
213,10090,HRV,Croatia,FSM,Micronesia
213,7981,CYM,Cayman Islands,JPN,Japan
213,18102,CIV,Ivory Coast,UKR,Ukraine
213,18400,JOR,Jordan,MWI,Malawi
213,19859,LBY,Libya,TJK,Tajikistan
213,1618,ATG,Antigua & Barbuda,BMU,Bermuda
213,9113,COL,Colombia,GIN,Guinea
213,2024,ARG,Argentina,TZA,Tanzania
213,2178,ARM,Armenia,MAR,Morocco
213,8174,CAF,Central African Republic,JAM,Jamaica
213,24878,MDA,Republic of Moldova,VNM,Vietnam
213,10456,CYP,Cyprus,MCO,Monaco
213,22046,MNG,Mongolia,SWE,Sweden
213,7298,KHM,Cambodia,TJK,Tajikistan
212,686,DZA,Algeria,VAT,Vatican
212,22034,MNG,Mongolia,SVK,Slovakia
212,6018,BRA,Brazil,MNG,Mongolia
212,6957,BDI,Burundi,GNQ,Equatorial Guinea
212,25926,SYC,Seychelles,TUN,Tunisia
212,11956,ECU,Ecuador,TUN,Tunisia
212,21774,MEX,Mexico,ZMB,Zambia
212,15774,GTM,Guatemala,PAK,Pakistan
212,20098,LTU,Lithuania,THA,Thailand
212,9246,COL,Colombia,UGA,Uganda
212,14277,GAB,Gabon,CHE,Switzerland
212,501,DZA,Algeria,CHL,Chile
212,22040,MNG,Mongolia,ESP,Spain
212,25395,KNA,Saint Kitts & Nevis,LKA,Sri Lanka
212,7731,CPV,Cape Verde,COG,Congo
211,14851,GHA,Ghana,NIC,Nicaragua
211,11371,DOM,Dominican Republic,NOR,Norway
211,7419,CMR,Cameroon,MRT,Mauritania
211,18465,JOR,Jordan,SRB,Serbia
211,19506,LBN,Lebanon,TKM,Turkmenistan
211,12752,EST,Estonia,OMN,Oman
211,8269,CAF,Central African Republic,ESP,Spain
211,26714,TGO,Togo,ARE,United Arab Emirates
211,7486,CMR,Cameroon,SSD,South Sudan
211,21721,MEX,Mexico,VCT,Saint Vincent & the Grenadines
211,32,AFG,Afghanistan,BDI,Burundi
210,19459,LBN,Lebanon,MDA,Republic of Moldova
210,249,ALB,Albania,BLR,Belarus
210,10269,CUB,Cuba,MRT,Mauritania
210,10772,DNK,Denmark,HTI,Haiti
210,16520,HND,Honduras,QAT,Qatar
210,16210,GUY,Guyana,NIC,Nicaragua
210,22772,NPL,Nepal,PRT,Portugal
210,442,ALB,Albania,TUN,Tunisia
210,20313,MAC,Macao,SGP,Singapore
210,24046,PAN,Panama,LCA,Saint Lucia
210,23722,NOR,Norway,MDA,Republic of Moldova
210,4833,BEN,Benin,ZAF,South Africa
210,19787,LBY,Libya,MCO,Monaco
210,7966,CYM,Cayman Islands,GUY,Guyana
210,25825,SEN,Senegal,THA,Thailand
210,16260,GUY,Guyana,LKA,Sri Lanka
210,2539,AUS,Australia,DJI,Djibouti
210,15742,GTM,Guatemala,MDV,Maldives
210,20827,MDV,Maldives,MOZ,Mozambique
210,1332,AGO,Angola,SGP,Singapore
210,20867,MDV,Maldives,LCA,Saint Lucia
209,12747,EST,Estonia,NGA,Nigeria
209,21956,MCO,Monaco,TTO,Trinidad & Tobago
209,15951,GIN,Guinea,STP,Sao Tome & Principe
209,14728,DEU,Germany,VCT,Saint Vincent & the Grenadines
209,10530,CYP,Cyprus,THA,Thailand
209,14173,GAB,Gabon,ITA,Italy
209,4135,BLR,Belarus,FSM,Micronesia
209,16591,HKG,Hong Kong,IND,India
209,14759,DEU,Germany,TON,Tonga
209,16332,HTI,Haiti,MDV,Maldives
209,19673,LBR,Liberia,MMR,Myanmar
209,2011,ARG,Argentina,SOM,Somalia
209,7743,CPV,Cape Verde,COD,DR Congo
208,247,ALB,Albania,BGD,Bangladesh
208,24684,QAT,Qatar,MDA,Republic of Moldova
208,18016,CIV,Ivory Coast,MCO,Monaco
208,24183,PRY,Paraguay,PRT,Portugal
208,1282,AGO,Angola,MMR,Myanmar
208,8565,CHL,Chile,KWT,Kuwait
208,8523,CHL,Chile,EST,Estonia
208,9978,CRI,Costa Rica,SYR,Syria
208,4305,BEL,Belgium,HND,Honduras
208,19676,LBR,Liberia,NPL,Nepal
208,3797,BGD,Bangladesh,URY,Uruguay
208,23206,NIC,Nicaragua,NOR,Norway
208,21495,MUS,Mauritius,PHL,Philippines
208,6997,BDI,Burundi,JOR,Jordan
208,9323,COM,Comoros,KWT,Kuwait
207,1853,ARG,Argentina,KHM,Cambodia
207,14397,GMB,Gambia,PRT,Portugal
207,4954,BMU,Bermuda,KEN,Kenya
207,23742,NOR,Norway,SLE,Sierra Leone
207,22630,NAM,Namibia,THA,Thailand
207,12729,EST,Estonia,MEX,Mexico
207,15823,GTM,Guatemala,SYR,Syria
207,5260,BTN,Bhutan,SWE,Sweden
207,6914,BFA,Burkina Faso,ARE,United Arab Emirates
207,20291,MAC,Macao,KOR,Republic of Korea
207,1696,ATG,Antigua & Barbuda,JPN,Japan
206,2161,ARM,Armenia,MDG,Madagascar
206,4539,BLZ,Belize,LBN,Lebanon
206,333,ALB,Albania,KAZ,Kazakhstan
206,11776,COD,DR Congo,THA,Thailand
206,3230,BHS,Bahamas,HND,Honduras
206,598,DZA,Algeria,MMR,Myanmar
206,15761,GTM,Guatemala,NPL,Nepal
206,16878,ISL,Iceland,IRN,Iran
206,10289,CUB,Cuba,NER,Niger
206,2753,AUT,Austria,CRI,Costa Rica
206,1996,ARG,Argentina,LCA,Saint Lucia
206,20221,LUX,Luxembourg,TUN,Tunisia
206,24,AFG,Afghanistan,BOL,Bolivia
206,10381,CYP,Cyprus,PRK,DPR Korea
206,20169,LUX,Luxembourg,PHL,Philippines
206,1165,AGO,Angola,BLZ,Belize
206,10816,DNK,Denmark,FSM,Micronesia
205,9870,CRI,Costa Rica,IRQ,Iraq
205,15370,GRD,Grenada,SYR,Syria
205,5908,BWA,Botswana,VNM,Vietnam
205,11096,DJI,Djibouti,ZMB,Zambia
205,20331,MAC,Macao,THA,Thailand
205,11297,DOM,Dominican Republic,GRC,Greece
205,82,AFG,Afghanistan,GTM,Guatemala
205,16973,ISL,Iceland,SVK,Slovakia
205,366,ALB,Albania,MAR,Morocco
205,11756,COD,DR Congo,SYC,Seychelles
205,20766,MYS,Malaysia,SLE,Sierra Leone
205,2104,ARM,Armenia,GNQ,Equatorial Guinea
205,12008,EGY,Egypt,ISL,Iceland
205,16780,HUN,Hungary,MMR,Myanmar
205,9852,CRI,Costa Rica,GHA,Ghana
205,647,DZA,Algeria,SLE,Sierra Leone
205,12523,ERI,Eritrea,IDN,Indonesia
205,1938,ARG,Argentina,MDG,Madagascar
205,5192,BTN,Bhutan,MNG,Mongolia
205,10233,CUB,Cuba,ISL,Iceland
204,11504,PRK,DPR Korea,LVA,Latvia
204,26503,SWE,Sweden,TJK,Tajikistan
204,15385,GRD,Grenada,UKR,Ukraine
204,9940,CRI,Costa Rica,QAT,Qatar
204,648,DZA,Algeria,SGP,Singapore
204,25165,RWA,Rwanda,SWZ,Eswatini
204,25961,SLE,Sierra Leone,SWE,Sweden
204,18003,CIV,Ivory Coast,MDG,Madagascar
204,12354,GNQ,Equatorial Guinea,IRN,Iran
204,24104,PNG,Papua New Guinea,PER,Peru
204,2101,ARM,Armenia,ECU,Ecuador
204,11398,DOM,Dominican Republic,VCT,Saint Vincent & the Grenadines
203,3491,BHR,Bahrain,MCO,Monaco
203,11708,COD,DR Congo,MMR,Myanmar
203,21976,MCO,Monaco,YEM,Yemen
203,8950,TWN,Chinese Taipei,LBN,Lebanon
203,5112,BTN,Bhutan,DNK,Denmark
203,10100,HRV,Croatia,NPL,Nepal
203,8574,CHL,Chile,LTU,Lithuania
203,5484,BOL,Bolivia,UGA,Uganda
203,4750,BEN,Benin,LBN,Lebanon
203,9135,COL,Colombia,KWT,Kuwait
203,17729,ISR,Israel,LIE,Liechtenstein
203,16001,GIN,Guinea,ZMB,Zambia
203,6837,BFA,Burkina Faso,NLD,Netherlands
203,25863,SRB,Serbia,LKA,Sri Lanka
203,24494,POL,Poland,SEN,Senegal
203,19586,LSO,Lesotho,RWA,Rwanda
203,18466,JOR,Jordan,SYC,Seychelles
203,12399,GNQ,Equatorial Guinea,NAM,Namibia
203,9132,COL,Colombia,KAZ,Kazakhstan
202,9087,COL,Colombia,COD,DR Congo
202,10805,DNK,Denmark,MWI,Malawi
202,14559,GEO,Georgia,MDA,Republic of Moldova
202,23345,NER,Niger,TZA,Tanzania
202,10691,CZE,Czechia,SYC,Seychelles
202,19105,KGZ,Kyrgyzstan,SRB,Serbia
202,6444,BRN,Brunei Darussalam,NOR,Norway
202,3732,BGD,Bangladesh,PNG,Papua New Guinea
202,1290,AGO,Angola,NIC,Nicaragua
202,12221,SLV,El Salvador,MCO,Monaco
202,18532,KAZ,Kazakhstan,MDV,Maldives
202,21503,MUS,Mauritius,SDN,Republic of the Sudan
202,8691,CHL,Chile,ZMB,Zambia
202,3378,BHR,Bahrain,BLR,Belarus
202,25363,SHN,Saint Helena,USA,United States of America
202,24066,PAN,Panama,PSE,State of Palestine
202,14267,GAB,Gabon,SOM,Somalia
201,15360,GRD,Grenada,ZAF,South Africa
201,7257,KHM,Cambodia,PRT,Portugal
201,4903,BMU,Bermuda,DNK,Denmark
201,4048,BLR,Belarus,COL,Colombia
201,937,AND,Andorra,BEL,Belgium
201,7956,CYM,Cayman Islands,DEU,Germany
201,16773,HUN,Hungary,FSM,Micronesia
201,20496,MDG,Madagascar,NLD,Netherlands
201,3497,BHR,Bahrain,MMR,Myanmar
200,7893,CPV,Cape Verde,TGO,Togo
200,12956,ETH,Ethiopia,SVK,Slovakia
200,10921,DJI,Djibouti,PRK,DPR Korea
200,4859,BEN,Benin,ARE,United Arab Emirates
200,14330,GMB,Gambia,IRL,Ireland
200,23152,NZL,New Zealand,SRB,Serbia
200,26045,SVK,Slovakia,LKA,Sri Lanka
200,563,DZA,Algeria,KAZ,Kazakhstan
200,6494,BRN,Brunei Darussalam,CHE,Switzerland
200,7978,CYM,Cayman Islands,ITA,Italy
200,4467,BLZ,Belize,CYM,Cayman Islands
200,21140,MLT,Malta,YEM,Yemen
200,5010,BMU,Bermuda,PHL,Philippines
200,20751,MYS,Malaysia,RWA,Rwanda
200,14487,GEO,Georgia,IRQ,Iraq
199,8890,TWN,Chinese Taipei,CUB,Cuba
199,9958,CRI,Costa Rica,SAU,Saudi Arabia
199,10510,CYP,Cyprus,SYC,Seychelles
199,123,AFG,Afghanistan,MLT,Malta
199,4595,BLZ,Belize,KOR,Republic of Korea
199,11850,ECU,Ecuador,KWT,Kuwait
199,16404,HTI,Haiti,SSD,South Sudan
199,8485,TCD,Chad,UKR,Ukraine
199,8572,CHL,Chile,LBY,Libya
199,23373,NER,Niger,ZWE,Zimbabwe
199,16283,GUY,Guyana,ARE,United Arab Emirates
199,5377,BOL,Bolivia,LBN,Lebanon
199,5322,BOL,Bolivia,DMA,Dominica
199,18050,CIV,Ivory Coast,KOR,Republic of Korea
199,20514,MDG,Madagascar,PHL,Philippines
199,572,DZA,Algeria,LBR,Liberia
199,6625,BGR,Bulgaria,FSM,Micronesia
199,20719,MYS,Malaysia,NRU,Nauru
199,8228,CAF,Central African Republic,PAK,Pakistan
199,136,AFG,Afghanistan,MOZ,Mozambique
199,4947,BMU,Bermuda,ISR,Israel
199,18141,JAM,Jamaica,MLT,Malta
198,1639,ATG,Antigua & Barbuda,COL,Colombia
198,8091,CYM,Cayman Islands,TTO,Trinidad & Tobago
198,10112,HRV,Croatia,OMN,Oman
198,19666,LBR,Liberia,FSM,Micronesia
198,23161,NZL,New Zealand,SSD,South Sudan
198,2983,AZE,Azerbaijan,ECU,Ecuador
198,2067,ARM,Armenia,BOL,Bolivia
198,7108,BDI,Burundi,TUR,Turkey
198,9683,COK,Cook Islands,IDN,Indonesia
198,3062,AZE,Azerbaijan,MMR,Myanmar
198,8387,TCD,Chad,MWI,Malawi
198,2201,ARM,Armenia,PER,Peru
198,2540,AUS,Australia,DMA,Dominica
198,21194,MHL,Marshall Islands,LCA,Saint Lucia
197,4143,BLR,Belarus,NAM,Namibia
197,9141,COL,Colombia,LBR,Liberia
197,20537,MDG,Madagascar,SAU,Saudi Arabia
197,2892,AUT,Austria,SLE,Sierra Leone
197,7703,CAN,Canada,TKM,Turkmenistan
197,4140,BLR,Belarus,MAR,Morocco
197,26809,TUN,Tunisia,UZB,Uzbekistan
197,7049,BDI,Burundi,PAK,Pakistan
197,10636,CZE,Czechia,FSM,Micronesia
197,2394,ABW,Aruba,MEX,Mexico
197,21972,MCO,Monaco,VEN,Venezuela
197,5405,BOL,Bolivia,MMR,Myanmar
197,6013,BRA,Brazil,MUS,Mauritius
197,5737,BWA,Botswana,PRK,DPR Korea
197,19334,LVA,Latvia,QAT,Qatar
197,14240,GAB,Gabon,QAT,Qatar
197,24706,QAT,Qatar,SVK,Slovakia
197,7060,BDI,Burundi,QAT,Qatar
197,17791,ISR,Israel,KNA,Saint Kitts & Nevis
197,16990,ISL,Iceland,THA,Thailand
197,11691,COD,DR Congo,MYS,Malaysia
196,4700,BEN,Benin,EGY,Egypt
196,8468,TCD,Chad,SWE,Sweden
196,24148,PNG,Papua New Guinea,SYR,Syria
196,11463,PRK,DPR Korea,FJI,Fiji
196,11482,PRK,DPR Korea,HTI,Haiti
196,20202,LUX,Luxembourg,ZAF,South Africa
196,10727,CZE,Czechia,URY,Uruguay
196,20764,MYS,Malaysia,SRB,Serbia
196,3305,BHS,Bahamas,PRT,Portugal
196,14238,GAB,Gabon,PRT,Portugal
196,10831,DNK,Denmark,NIC,Nicaragua
196,2133,ARM,Armenia,ISL,Iceland
195,20916,MDV,Maldives,VAT,Vatican
195,1887,ARG,Argentina,FJI,Fiji
195,11051,DJI,Djibouti,SLE,Sierra Leone
195,20870,MDV,Maldives,WSM,Samoa
195,8388,TCD,Chad,MYS,Malaysia
195,25841,SEN,Senegal,URY,Uruguay
195,10957,DJI,Djibouti,IDN,Indonesia
195,7121,BDI,Burundi,VAT,Vatican
195,11436,DOM,Dominican Republic,UGA,Uganda
195,18103,CIV,Ivory Coast,ARE,United Arab Emirates
195,7225,KHM,Cambodia,FSM,Micronesia
195,8948,TWN,Chinese Taipei,LAO,Lao
195,2051,ARG,Argentina,ZMB,Zambia
195,5201,BTN,Bhutan,NLD,Netherlands
195,16222,GUY,Guyana,PRY,Paraguay
195,19992,LIE,Liechtenstein,UKR,Ukraine
195,19601,LSO,Lesotho,SLE,Sierra Leone
195,19955,LIE,Liechtenstein,SMR,San Marino
195,8926,TWN,Chinese Taipei,GUY,Guyana
195,2195,ARM,Armenia,OMN,Oman
195,601,DZA,Algeria,NPL,Nepal
195,4488,BLZ,Belize,ECU,Ecuador
194,22713,NRU,Nauru,LKA,Sri Lanka
194,23252,NIC,Nicaragua,SUR,Suriname
194,5373,BOL,Bolivia,KWT,Kuwait
194,15888,GIN,Guinea,MDG,Madagascar
194,15963,GIN,Guinea,SSD,South Sudan
194,7388,CMR,Cameroon,IRL,Ireland
194,20590,MWI,Malawi,MLI,Mali
194,1408,AIA,Anguilla,CYM,Cayman Islands
194,8292,CAF,Central African Republic,UKR,Ukraine
194,25813,SEN,Senegal,SSD,South Sudan
194,22380,MOZ,Mozambique,NZL,New Zealand
194,11798,COD,DR Congo,VNM,Vietnam
194,16397,HTI,Haiti,SLE,Sierra Leone
193,5773,BWA,Botswana,IDN,Indonesia
193,11603,PRK,DPR Korea,TGO,Togo
193,21372,MRT,Mauritania,NLD,Netherlands
193,15064,GRC,Greece,TJK,Tajikistan
193,11923,ECU,Ecuador,VCT,Saint Vincent & the Grenadines
193,4942,BMU,Bermuda,IND,India
