"number","relationship","country_iso","country_name","partner_iso","partner_name"
1427,6349,BRN,Brunei Darussalam,PRK,DPR Korea
1426,26843,TKM,Turkmenistan,ARE,United Arab Emirates
1425,23213,NIC,Nicaragua,PER,Peru
1425,20161,LUX,Luxembourg,NOR,Norway
1424,22533,MMR,Myanmar,SYR,Syria
1422,8553,CHL,Chile,IRN,Iran
1422,2503,AUS,Australia,BRB,Barbados
1421,25690,SMR,San Marino,USA,United States of America
1420,16423,HTI,Haiti,TUR,Turkey
1420,18473,JOR,Jordan,ZAF,South Africa
1420,16421,HTI,Haiti,TTO,Trinidad & Tobago
1419,26535,CHE,Switzerland,TZA,Tanzania
1418,19706,LBR,Liberia,RUS,Russia
1416,13803,FRA,France,TTO,Trinidad & Tobago
1416,18269,JPN,Japan,MWI,Malawi
1413,17733,ISR,Israel,MKD,North Macedonia
1413,11491,PRK,DPR Korea,IRL,Ireland
1412,6618,BGR,Bulgaria,MLT,Malta
1411,4448,BEL,Belgium,YEM,Yemen
1410,17327,IRN,Iran,MLI,Mali
1410,3665,BGD,Bangladesh,HUN,Hungary
1409,13648,FIN,Finland,ARE,United Arab Emirates
1409,7476,CMR,Cameroon,SEN,Senegal
1406,7188,KHM,Cambodia,IRN,Iran
1406,21700,MEX,Mexico,PRY,Paraguay
1406,14827,GHA,Ghana,MDV,Maldives
1405,12879,ETH,Ethiopia,LBR,Liberia
1404,4441,BEL,Belgium,UZB,Uzbekistan
1404,26257,SSD,South Sudan,SYR,Syria
1403,33,AFG,Afghanistan,KHM,Cambodia
1403,2697,AUS,Australia,TUN,Tunisia
1402,5430,BOL,Bolivia,PRT,Portugal
1402,18792,KIR,Kiribati,MHL,Marshall Islands
1401,26209,ZAF,South Africa,SSD,South Sudan
1401,10279,CUB,Cuba,MOZ,Mozambique
1399,10122,HRV,Croatia,PRT,Portugal
1398,3605,BGD,Bangladesh,BRN,Brunei Darussalam
1398,8343,TCD,Chad,DEU,Germany
1398,18616,KAZ,Kazakhstan,THA,Thailand
1396,12649,ERI,Eritrea,ARE,United Arab Emirates
1396,18265,JPN,Japan,LUX,Luxembourg
1395,11805,ECU,Ecuador,SLV,El Salvador
1394,3034,AZE,Azerbaijan,LBN,Lebanon
1393,6024,BRA,Brazil,NAM,Namibia
1392,14648,DEU,Germany,CIV,Ivory Coast
1392,2510,AUS,Australia,BOL,Bolivia
1391,11832,ECU,Ecuador,HND,Honduras
1391,10525,CYP,Cyprus,SWE,Sweden
1389,2512,AUS,Australia,BWA,Botswana
1389,24562,PRT,Portugal,STP,Sao Tome & Principe
1388,18139,JAM,Jamaica,MDV,Maldives
1387,24088,PAN,Panama,ARE,United Arab Emirates
1387,4329,BEL,Belgium,LBR,Liberia
1386,19994,LIE,Liechtenstein,GBR,United Kingdom
1385,2138,ARM,Armenia,IRL,Ireland
1385,132,AFG,Afghanistan,MNG,Mongolia
1385,16735,HUN,Hungary,IDN,Indonesia
1384,14805,GHA,Ghana,JAM,Jamaica
1384,12696,EST,Estonia,ISR,Israel
1384,8511,CHL,Chile,CZE,Czechia
1382,26921,UKR,Ukraine,YEM,Yemen
1381,20806,MYS,Malaysia,VEN,Venezuela
1381,15866,GIN,Guinea,ISR,Israel
1380,24282,PER,Peru,SGP,Singapore
1379,21013,MLI,Mali,TUR,Turkey
1379,18575,KAZ,Kazakhstan,QAT,Qatar
1378,17142,IND,India,UGA,Uganda
1378,9002,TWN,Chinese Taipei,POL,Poland
1378,13533,FIN,Finland,KEN,Kenya
1377,8914,TWN,Chinese Taipei,GMB,Gambia
1377,21358,MRT,Mauritania,MUS,Mauritius
1375,18692,KEN,Kenya,OMN,Oman
1375,2264,ARM,Armenia,URY,Uruguay
1374,20429,MKD,North Macedonia,SVK,Slovakia
1374,11741,COD,DR Congo,RUS,Russia
1373,7573,CAN,Canada,GIN,Guinea
1373,1180,AGO,Angola,CAN,Canada
1373,16979,ISL,Iceland,ESP,Spain
1372,10012,HRV,Croatia,DNK,Denmark
1372,4515,BLZ,Belize,GUY,Guyana
1372,12064,EGY,Egypt,NER,Niger
1371,7494,CMR,Cameroon,CHE,Switzerland
1371,13621,FIN,Finland,SOM,Somalia
1371,4946,BMU,Bermuda,IRL,Ireland
1370,7822,CPV,Cape Verde,MOZ,Mozambique
1370,1312,AGO,Angola,SDN,Republic of the Sudan
1369,5954,BRA,Brazil,FIN,Finland
1368,11592,PRK,DPR Korea,PSE,State of Palestine
1368,8267,CAF,Central African Republic,ZAF,South Africa
1368,1772,ATG,Antigua & Barbuda,LCA,Saint Lucia
1367,10543,CYP,Cyprus,ARE,United Arab Emirates
1366,17360,IRN,Iran,PAN,Panama
1365,20968,MLI,Mali,SDN,Republic of the Sudan
1363,18858,KIR,Kiribati,SLB,Solomon Islands
1363,7043,BDI,Burundi,NGA,Nigeria
1362,23130,NZL,New Zealand,PRT,Portugal
1362,21812,FSM,Micronesia,SDN,Republic of the Sudan
1362,20133,LUX,Luxembourg,MLT,Malta
1362,3705,BGD,Bangladesh,MEX,Mexico
1361,25812,SEN,Senegal,ZAF,South Africa
1361,25642,WSM,Samoa,VUT,Vanuatu
1361,10235,CUB,Cuba,IDN,Indonesia
1360,6708,BGR,Bulgaria,TKM,Turkmenistan
1360,8665,CHL,Chile,THA,Thailand
1359,18359,JPN,Japan,TON,Tonga
1359,16151,GUY,Guyana,HTI,Haiti
1359,22478,MMR,Myanmar,NGA,Nigeria
1357,7192,KHM,Cambodia,ITA,Italy
1357,20715,MYS,Malaysia,MAR,Morocco
1356,1179,AGO,Angola,CMR,Cameroon
1356,13453,FJI,Fiji,SGP,Singapore
1353,20796,MYS,Malaysia,UGA,Uganda
1353,24307,PER,Peru,TUR,Turkey
1353,6446,BRN,Brunei Darussalam,PAK,Pakistan
1353,4260,BEL,Belgium,TWN,Chinese Taipei
1352,4575,BLZ,Belize,NIC,Nicaragua
1352,12186,SLV,El Salvador,ISR,Israel
1351,4471,BLZ,Belize,CHN,China
1351,10430,CYP,Cyprus,KWT,Kuwait
1351,2932,AUT,Austria,VEN,Venezuela
1350,1911,ARG,Argentina,IND,India
1350,26285,SSD,South Sudan,YEM,Yemen
1349,10359,CUB,Cuba,UGA,Uganda
1349,23767,NOR,Norway,TUN,Tunisia
1347,14680,DEU,Germany,FSM,Micronesia
1346,20891,MDV,Maldives,SWE,Sweden
1345,1371,AGO,Angola,VEN,Venezuela
1343,1880,ARG,Argentina,SLV,El Salvador
1343,10440,CYP,Cyprus,LUX,Luxembourg
1342,26171,SOM,Somalia,LKA,Sri Lanka
1342,14842,GHA,Ghana,MOZ,Mozambique
1341,1774,ATG,Antigua & Barbuda,VCT,Saint Vincent & the Grenadines
1341,26487,SWZ,Eswatini,GBR,United Kingdom
1340,14826,GHA,Ghana,MYS,Malaysia
1340,299,ALB,Albania,FIN,Finland
1338,8605,CHL,Chile,NIC,Nicaragua
1338,18274,JPN,Japan,MHL,Marshall Islands
1337,22556,MMR,Myanmar,VAT,Vatican
1336,13539,FIN,Finland,LBN,Lebanon
1336,10562,CZE,Czechia,PRK,DPR Korea
1336,4137,BLR,Belarus,MNG,Mongolia
1335,8988,TWN,Chinese Taipei,NGA,Nigeria
1335,3594,BGD,Bangladesh,BLR,Belarus
1335,5757,BWA,Botswana,GHA,Ghana
1333,26534,CHE,Switzerland,TJK,Tajikistan
1333,23827,OMN,Oman,SOM,Somalia
1332,8197,CAF,Central African Republic,MLI,Mali
1332,11536,PRK,DPR Korea,NPL,Nepal
1331,12337,GNQ,Equatorial Guinea,GHA,Ghana
1331,3595,BGD,Bangladesh,BEL,Belgium
1330,2798,AUT,Austria,IDN,Indonesia
1330,26584,SYR,Syria,UZB,Uzbekistan
1328,11667,COD,DR Congo,ISR,Israel
1326,15926,GIN,Guinea,PNG,Papua New Guinea
1325,15093,GRC,Greece,ZWE,Zimbabwe
1324,19856,LBY,Libya,SWE,Sweden
1324,17218,IDN,Indonesia,OMN,Oman
1323,12260,SLV,El Salvador,RUS,Russia
1323,644,DZA,Algeria,SEN,Senegal
1322,16206,GUY,Guyana,NLD,Netherlands
1321,12964,ETH,Ethiopia,PSE,State of Palestine
1320,4444,BEL,Belgium,VEN,Venezuela
1318,26645,TZA,Tanzania,VNM,Vietnam
1318,3679,BGD,Bangladesh,KEN,Kenya
1318,16235,GUY,Guyana,RUS,Russia
1316,9017,TWN,Chinese Taipei,LCA,Saint Lucia
1315,21012,MLI,Mali,TUN,Tunisia
1315,2038,ARG,Argentina,ARE,United Arab Emirates
1314,14174,GAB,Gabon,CIV,Ivory Coast
1313,10826,DNK,Denmark,NPL,Nepal
1313,7464,CMR,Cameroon,RWA,Rwanda
1313,16514,HND,Honduras,PER,Peru
1313,7186,KHM,Cambodia,IND,India
1312,26051,SVK,Slovakia,CHE,Switzerland
1312,13550,FIN,Finland,MYS,Malaysia
1312,7770,CPV,Cape Verde,GNB,Guinea-Bissau
1311,11390,DOM,Dominican Republic,RUS,Russia
1310,3160,BHS,Bahamas,BRB,Barbados
1308,8116,CAF,Central African Republic,CHN,China
1308,11831,ECU,Ecuador,HTI,Haiti
1308,25868,SRB,Serbia,SWE,Sweden
1308,13425,FJI,Fiji,PHL,Philippines
1306,24721,QAT,Qatar,TJK,Tajikistan
1304,17129,IND,India,TJK,Tajikistan
1304,17058,IND,India,MNG,Mongolia
1304,19707,LBR,Liberia,RWA,Rwanda
1304,9230,COL,Colombia,SWE,Sweden
1304,4097,BLR,Belarus,IDN,Indonesia
1302,25178,RWA,Rwanda,TUR,Turkey
1302,17675,IRL,Ireland,LKA,Sri Lanka
1302,10940,DJI,Djibouti,DEU,Germany
1301,7628,CAN,Canada,NAM,Namibia
1300,21489,MUS,Mauritius,PAK,Pakistan
1300,1201,AGO,Angola,PRK,DPR Korea
1300,1771,ATG,Antigua & Barbuda,KNA,Saint Kitts & Nevis
1300,11378,DOM,Dominican Republic,PER,Peru
1299,5355,BOL,Bolivia,HND,Honduras
1299,1177,AGO,Angola,BDI,Burundi
1298,25184,RWA,Rwanda,ARE,United Arab Emirates
1298,21678,MEX,Mexico,MAR,Morocco
1296,6648,BGR,Bulgaria,PAK,Pakistan
1296,5988,BRA,Brazil,KAZ,Kazakhstan
1294,13675,FRA,France,GTM,Guatemala
1294,11558,PRK,DPR Korea,PRT,Portugal
1293,1183,AGO,Angola,CAF,Central African Republic
1292,476,DZA,Algeria,BHR,Bahrain
1291,9876,CRI,Costa Rica,JPN,Japan
1291,12602,ERI,Eritrea,RWA,Rwanda
1290,16734,HUN,Hungary,IND,India
1290,19087,KGZ,Kyrgyzstan,MDA,Republic of Moldova
1290,8738,CHN,China,HND,Honduras
1289,18742,KEN,Kenya,SYR,Syria
1288,216,AFG,Afghanistan,UGA,Uganda
1288,16868,HUN,Hungary,VAT,Vatican
1287,10798,DNK,Denmark,LBY,Libya
1287,14669,DEU,Germany,MWI,Malawi
1285,9575,COG,Congo,RUS,Russia
1284,9598,COG,Congo,SSD,South Sudan
1282,22367,MAR,Morocco,VNM,Vietnam
1281,1637,ATG,Antigua & Barbuda,CHN,China
1281,14695,DEU,Germany,NIC,Nicaragua
1277,15932,GIN,Guinea,PRT,Portugal
1276,18334,JPN,Japan,SRB,Serbia
1276,10234,CUB,Cuba,IND,India
1275,12886,ETH,Ethiopia,MDG,Madagascar
1274,10853,DNK,Denmark,SDN,Republic of the Sudan
1274,10509,CYP,Cyprus,SRB,Serbia
1272,17426,IRN,Iran,URY,Uruguay
1270,19646,LSO,Lesotho,ZMB,Zambia
1269,19336,LVA,Latvia,MDA,Republic of Moldova
1268,19807,LBY,Libya,NOR,Norway
1268,12970,ETH,Ethiopia,SYR,Syria
1267,4261,BEL,Belgium,COL,Colombia
1267,10807,DNK,Denmark,MDV,Maldives
1267,2196,ARM,Armenia,PAK,Pakistan
1266,9658,COK,Cook Islands,FJI,Fiji
1265,12624,ERI,Eritrea,SSD,South Sudan
1265,22624,NAM,Namibia,SWZ,Eswatini
1264,24781,KOR,Republic of Korea,PSE,State of Palestine
1263,17298,IDN,Indonesia,ZWE,Zimbabwe
1263,14259,GAB,Gabon,SEN,Senegal
1262,7922,CYM,Cayman Islands,CHN,China
1262,10809,DNK,Denmark,MLT,Malta
1261,15027,GRC,Greece,MDA,Republic of Moldova
1260,9336,COM,Comoros,MDG,Madagascar
1260,3240,BHS,Bahamas,ITA,Italy
1259,14736,DEU,Germany,SLE,Sierra Leone
1259,3808,BGD,Bangladesh,ZWE,Zimbabwe
1259,14417,GMB,Gambia,SAU,Saudi Arabia
1258,22804,NPL,Nepal,ESP,Spain
1257,12859,ETH,Ethiopia,IND,India
1257,10393,CYP,Cyprus,FIN,Finland
1256,19851,LBY,Libya,LKA,Sri Lanka
1255,23859,OMN,Oman,UZB,Uzbekistan
1255,14996,GRC,Greece,MAR,Morocco
1254,2533,AUS,Australia,CRI,Costa Rica
1252,14797,GHA,Ghana,IND,India
1251,25998,SGP,Singapore,ZAF,South Africa
1249,21433,MRT,Mauritania,SYR,Syria
1247,3355,BHS,Bahamas,TUR,Turkey
1247,20442,MKD,North Macedonia,CHE,Switzerland
1245,13431,FJI,Fiji,KOR,Republic of Korea
1243,20212,LUX,Luxembourg,SYR,Syria
1243,26608,TJK,Tajikistan,ARE,United Arab Emirates
1242,3671,BGD,Bangladesh,IRL,Ireland
1242,23847,OMN,Oman,TUN,Tunisia
1241,1276,AGO,Angola,MCO,Monaco
1239,20828,MDV,Maldives,MMR,Myanmar
1239,18258,JPN,Japan,LVA,Latvia
1238,7607,CAN,Canada,MKD,North Macedonia
1237,11036,DJI,Djibouti,RWA,Rwanda
1236,4950,BMU,Bermuda,JAM,Jamaica
1234,7144,KHM,Cambodia,CUB,Cuba
1234,8161,CAF,Central African Republic,HTI,Haiti
1234,17292,IDN,Indonesia,VEN,Venezuela
1233,3203,BHS,Bahamas,SLV,El Salvador
1233,17671,IRL,Ireland,SOM,Somalia
1233,19404,LBN,Lebanon,LBR,Liberia
1232,23830,OMN,Oman,ESP,Spain
1232,11683,COD,DR Congo,LBY,Libya
1231,14357,GMB,Gambia,MLI,Mali
1231,4358,BEL,Belgium,NPL,Nepal
1230,10074,HRV,Croatia,LTU,Lithuania
1230,17964,ITA,Italy,TKM,Turkmenistan
1229,612,DZA,Algeria,NOR,Norway
1229,13768,FRA,France,KNA,Saint Kitts & Nevis
1229,24503,POL,Poland,ZAF,South Africa
1228,24297,PER,Peru,SYR,Syria
1228,25466,LCA,Saint Lucia,TTO,Trinidad & Tobago
1226,22495,MMR,Myanmar,QAT,Qatar
1225,18159,JAM,Jamaica,NLD,Netherlands
1225,2603,AUS,Australia,MKD,North Macedonia
1225,23153,NZL,New Zealand,SYC,Seychelles
1224,16432,HTI,Haiti,URY,Uruguay
1224,24133,PNG,Papua New Guinea,SGP,Singapore
1224,2601,AUS,Australia,LUX,Luxembourg
1223,25434,LCA,Saint Lucia,VCT,Saint Vincent & the Grenadines
1223,24741,QAT,Qatar,UZB,Uzbekistan
1223,8735,CHN,China,GNB,Guinea-Bissau
1222,13614,FIN,Finland,SRB,Serbia
1222,18360,JPN,Japan,TTO,Trinidad & Tobago
1221,13568,FIN,Finland,NAM,Namibia
1221,4316,BEL,Belgium,CIV,Ivory Coast
1220,12906,ETH,Ethiopia,NAM,Namibia
1220,16775,HUN,Hungary,MNG,Mongolia
1220,5950,BRA,Brazil,ETH,Ethiopia
1220,16882,ISL,Iceland,ITA,Italy
1219,20547,MDG,Madagascar,ZAF,South Africa
1219,20441,MKD,North Macedonia,SWE,Sweden
1219,1363,AGO,Angola,ARE,United Arab Emirates
1216,16825,HUN,Hungary,SAU,Saudi Arabia
1216,18598,KAZ,Kazakhstan,SGP,Singapore
1212,4355,BEL,Belgium,MMR,Myanmar
1212,9212,COL,Colombia,SAU,Saudi Arabia
1212,6118,BRA,Brazil,ZWE,Zimbabwe
1211,6760,BFA,Burkina Faso,ETH,Ethiopia
1211,10672,CZE,Czechia,MDA,Republic of Moldova
1210,6597,BGR,Bulgaria,KAZ,Kazakhstan
1210,16744,HUN,Hungary,JOR,Jordan
1210,20876,MDV,Maldives,SYC,Seychelles
1209,15971,GIN,Guinea,CHE,Switzerland
1208,26928,ARE,United Arab Emirates,UZB,Uzbekistan
1208,8512,CHL,Chile,DNK,Denmark
1207,17198,IDN,Indonesia,MNG,Mongolia
1206,4156,BLR,Belarus,NOR,Norway
1206,24029,PAN,Panama,PHL,Philippines
1206,20791,MYS,Malaysia,TUN,Tunisia
1205,20907,MDV,Maldives,UGA,Uganda
1204,18519,KAZ,Kazakhstan,LVA,Latvia
1204,8705,CHN,China,DMA,Dominica
1202,15343,GRD,Grenada,KNA,Saint Kitts & Nevis
1202,17559,IRQ,Iraq,UGA,Uganda
1201,677,DZA,Algeria,UGA,Uganda
1201,6624,BGR,Bulgaria,MEX,Mexico
1200,581,DZA,Algeria,MYS,Malaysia
1200,6096,BRA,Brazil,TTO,Trinidad & Tobago
1199,24606,PRT,Portugal,VAT,Vatican
1199,4200,BLR,Belarus,LKA,Sri Lanka
1198,18982,KWT,Kuwait,SGP,Singapore
1198,10918,DNK,Denmark,ZWE,Zimbabwe
1196,14897,GHA,Ghana,SOM,Somalia
1193,18508,JOR,Jordan,VNM,Vietnam
1190,11690,COD,DR Congo,MWI,Malawi
1190,6007,BRA,Brazil,MDV,Maldives
1189,8978,TWN,Chinese Taipei,MMR,Myanmar
1189,3150,AZE,Azerbaijan,VAT,Vatican
1188,12572,ERI,Eritrea,NLD,Netherlands
1188,19458,LBN,Lebanon,KOR,Republic of Korea
1188,14833,GHA,Ghana,MUS,Mauritius
1188,10252,CUB,Cuba,LBN,Lebanon
1187,18273,JPN,Japan,MLT,Malta
1187,2858,AUT,Austria,OMN,Oman
1186,10724,CZE,Czechia,ARE,United Arab Emirates
1185,20887,MDV,Maldives,PSE,State of Palestine
1183,22751,NPL,Nepal,NLD,Netherlands
1183,10874,DNK,Denmark,SVK,Slovakia
1182,14636,DEU,Germany,HTI,Haiti
1181,20987,MLI,Mali,SLE,Sierra Leone
1181,14811,GHA,Ghana,KWT,Kuwait
1180,2572,AUS,Australia,HTI,Haiti
1179,14829,GHA,Ghana,MLT,Malta
1179,17936,ITA,Italy,SYC,Seychelles
1178,12633,ERI,Eritrea,SYR,Syria
1178,18727,KEN,Kenya,SGP,Singapore
1177,21978,MCO,Monaco,ZWE,Zimbabwe
1176,21106,MLT,Malta,PSE,State of Palestine
1176,2543,AUS,Australia,COD,DR Congo
1175,17527,IRQ,Iraq,SRB,Serbia
1175,17955,ITA,Italy,TZA,Tanzania
1174,2172,ARM,Armenia,MEX,Mexico
1174,20606,MWI,Malawi,NAM,Namibia
1173,18338,JPN,Japan,SVK,Slovakia
1173,2012,ARG,Argentina,ZAF,South Africa
1173,14791,GHA,Ghana,GUY,Guyana
1173,11671,COD,DR Congo,JPN,Japan
1173,7616,CAN,Canada,MRT,Mauritania
1171,15087,GRC,Greece,VEN,Venezuela
1170,5928,BRA,Brazil,TWN,Chinese Taipei
1170,22437,MOZ,Mozambique,CHE,Switzerland
1169,19519,LBN,Lebanon,VEN,Venezuela
1168,18924,KWT,Kuwait,MEX,Mexico
1167,25091,RUS,Russia,SLE,Sierra Leone
1165,11560,PRK,DPR Korea,QAT,Qatar
1165,10850,DNK,Denmark,QAT,Qatar
1163,17093,IND,India,SDN,Republic of the Sudan
1163,26767,TON,Tonga,VUT,Vanuatu
1163,21450,MRT,Mauritania,GBR,United Kingdom
1163,18649,KEN,Kenya,LBN,Lebanon
1163,23940,PAK,Pakistan,VAT,Vatican
1163,9770,COK,Cook Islands,WSM,Samoa
1163,16306,HTI,Haiti,IRL,Ireland
1163,8528,CHL,Chile,FIN,Finland
1162,1806,ATG,Antigua & Barbuda,TTO,Trinidad & Tobago
1162,17277,IDN,Indonesia,TUN,Tunisia
1161,7184,KHM,Cambodia,HUN,Hungary
1161,6017,BRA,Brazil,MCO,Monaco
1161,19041,KGZ,Kyrgyzstan,MYS,Malaysia
1161,2549,AUS,Australia,EST,Estonia
1160,9546,COG,Congo,NLD,Netherlands
1159,21861,FSM,Micronesia,UGA,Uganda
1158,18645,KEN,Kenya,KWT,Kuwait
1158,22344,MAR,Morocco,TZA,Tanzania
1158,26052,SVK,Slovakia,SYR,Syria
1157,4752,BEN,Benin,LBR,Liberia
1157,18333,JPN,Japan,SEN,Senegal
1155,2917,AUT,Austria,TUN,Tunisia
1155,26526,SWE,Sweden,VEN,Venezuela
1155,14893,GHA,Ghana,SGP,Singapore
1155,20095,LTU,Lithuania,SYR,Syria
1154,3337,BHS,Bahamas,ESP,Spain
1154,13559,FIN,Finland,MEX,Mexico
1154,13570,FIN,Finland,NPL,Nepal
1154,21962,MCO,Monaco,UGA,Uganda
1153,2504,AUS,Australia,BLR,Belarus
1153,5922,BRA,Brazil,CPV,Cape Verde
1153,4404,BEL,Belgium,SLE,Sierra Leone
1151,1206,AGO,Angola,GNQ,Equatorial Guinea
1151,9226,COL,Colombia,PSE,State of Palestine
1151,13553,FIN,Finland,MLT,Malta
1150,4169,BLR,Belarus,QAT,Qatar
1149,14376,GMB,Gambia,NLD,Netherlands
1149,16356,HTI,Haiti,NIC,Nicaragua
1148,21999,MNG,Mongolia,PAK,Pakistan
1148,1645,ATG,Antigua & Barbuda,CUB,Cuba
1148,3228,BHS,Bahamas,GUY,Guyana
1147,14911,GHA,Ghana,THA,Thailand
1147,17715,ISR,Israel,JAM,Jamaica
1146,13783,FRA,France,SLB,Solomon Islands
1145,9873,CRI,Costa Rica,ITA,Italy
1145,19455,LBN,Lebanon,PRT,Portugal
1144,10653,CZE,Czechia,NGA,Nigeria
1143,15019,GRC,Greece,PER,Peru
1143,11497,PRK,DPR Korea,JOR,Jordan
1142,15072,GRC,Greece,TUN,Tunisia
1142,18162,JAM,Jamaica,NZL,New Zealand
1141,19736,LBR,Liberia,SWE,Sweden
1141,19842,LBY,Libya,SLE,Sierra Leone
1141,18658,KEN,Kenya,MDG,Madagascar
1139,9516,COG,Congo,LBR,Liberia
1138,22427,MOZ,Mozambique,SOM,Somalia
1138,14916,GHA,Ghana,TTO,Trinidad & Tobago
1138,15870,GIN,Guinea,JPN,Japan
1137,24071,PAN,Panama,CHE,Switzerland
1137,20983,MLI,Mali,SAU,Saudi Arabia
1136,23352,NER,Niger,TUN,Tunisia
1136,184,AFG,Afghanistan,SRB,Serbia
1135,24320,PER,Peru,VAT,Vatican
1135,4920,BMU,Bermuda,FRA,France
1134,12121,EGY,Egypt,TJK,Tajikistan
1134,3737,BGD,Bangladesh,POL,Poland
1133,20818,MDV,Maldives,MUS,Mauritius
1132,17944,ITA,Italy,SSD,South Sudan
1132,26411,SUR,Suriname,TTO,Trinidad & Tobago
1132,11647,COD,DR Congo,GHA,Ghana
1132,17684,IRL,Ireland,TZA,Tanzania
1131,19520,LBN,Lebanon,VNM,Vietnam
1131,24335,PHL,Philippines,SDN,Republic of the Sudan
1131,10340,CUB,Cuba,SUR,Suriname
1130,13672,FRA,France,GRD,Grenada
1130,21841,FSM,Micronesia,PSE,State of Palestine
1129,18935,KWT,Kuwait,NPL,Nepal
1129,1184,AGO,Angola,TCD,Chad
1129,4146,BLR,Belarus,NLD,Netherlands
1129,26427,SUR,Suriname,VEN,Venezuela
1128,2919,AUT,Austria,TKM,Turkmenistan
1128,24546,PRT,Portugal,KOR,Republic of Korea
1127,17735,ISR,Israel,MWI,Malawi
1125,16216,GUY,Guyana,NOR,Norway
1125,11295,DOM,Dominican Republic,DEU,Germany
1123,10061,HRV,Croatia,JOR,Jordan
1123,21003,MLI,Mali,SYR,Syria
1121,16940,ISL,Iceland,PAN,Panama
1121,17480,IRQ,Iraq,MMR,Myanmar
1120,18277,JPN,Japan,MUS,Mauritius
1119,19752,LBR,Liberia,UGA,Uganda
1119,11219,DMA,Dominica,LCA,Saint Lucia
1119,12334,GNQ,Equatorial Guinea,GMB,Gambia
1119,10310,CUB,Cuba,SDN,Republic of the Sudan
1119,13583,FIN,Finland,PAK,Pakistan
1118,27,AFG,Afghanistan,BRA,Brazil
1117,5942,BRA,Brazil,PRK,DPR Korea
1117,10890,DNK,Denmark,TZA,Tanzania
1117,11278,DOM,Dominican Republic,ECU,Ecuador
1115,17823,ISR,Israel,TGO,Togo
1115,10232,CUB,Cuba,HUN,Hungary
1115,24240,PRY,Paraguay,GBR,United Kingdom
1114,16839,HUN,Hungary,PSE,State of Palestine
1113,21540,MUS,Mauritius,TZA,Tanzania
1113,12694,EST,Estonia,IRQ,Iraq
1112,3113,AZE,Azerbaijan,SVK,Slovakia
1112,25575,VCT,Saint Vincent & the Grenadines,TTO,Trinidad & Tobago
1112,431,ALB,Albania,SWE,Sweden
1110,2674,AUS,Australia,SVK,Slovakia
1109,1832,ARG,Argentina,AUT,Austria
1108,86,AFG,Afghanistan,HTI,Haiti
1108,3860,BRB,Barbados,FRA,France
1108,19021,KWT,Kuwait,VEN,Venezuela
1107,20805,MYS,Malaysia,VAT,Vatican
1105,26838,TUR,Turkey,ZWE,Zimbabwe
1105,17994,CIV,Ivory Coast,LBN,Lebanon
1105,17331,IRN,Iran,MRT,Mauritania
1105,6600,BGR,Bulgaria,KWT,Kuwait
1104,4210,BLR,Belarus,THA,Thailand
1104,3769,BGD,Bangladesh,SSD,South Sudan
1104,8369,TCD,Chad,JOR,Jordan
1104,7668,CAN,Canada,VCT,Saint Vincent & the Grenadines
1104,12453,GNQ,Equatorial Guinea,ZAF,South Africa
1104,2025,ARG,Argentina,THA,Thailand
1103,24095,PAN,Panama,VAT,Vatican
1103,21001,MLI,Mali,SWE,Sweden
1101,20918,MDV,Maldives,VNM,Vietnam
1100,21523,MUS,Mauritius,SGP,Singapore
1100,24689,QAT,Qatar,RWA,Rwanda
1099,21739,MEX,Mexico,PSE,State of Palestine
1099,16946,ISL,Iceland,POL,Poland
1099,19860,LBY,Libya,TZA,Tanzania
1098,4276,BEL,Belgium,ECU,Ecuador
1098,9438,COM,Comoros,USA,United States of America
1098,9174,COL,Colombia,NZL,New Zealand
1097,16866,HUN,Hungary,UZB,Uzbekistan
1096,21378,MRT,Mauritania,NGA,Nigeria
1095,18563,KAZ,Kazakhstan,OMN,Oman
1095,5745,BWA,Botswana,ETH,Ethiopia
1095,17974,ITA,Italy,UZB,Uzbekistan
1094,26382,PSE,State of Palestine,UGA,Uganda
1093,26325,ESP,Spain,ZWE,Zimbabwe
1093,17473,IRQ,Iraq,FSM,Micronesia
1093,2600,AUS,Australia,LTU,Lithuania
1093,4926,BMU,Bermuda,DEU,Germany
1092,1681,ATG,Antigua & Barbuda,GUY,Guyana
1091,11762,COD,DR Congo,SOM,Somalia
1090,15707,GTM,Guatemala,HTI,Haiti
1090,6993,BDI,Burundi,ITA,Italy
1090,21101,MLT,Malta,SOM,Somalia
1088,1971,ARG,Argentina,NOR,Norway
1087,8826,CHN,China,KNA,Saint Kitts & Nevis
1086,24592,PRT,Portugal,TUN,Tunisia
1086,6386,BRN,Brunei Darussalam,IRN,Iran
1085,1239,AGO,Angola,IRQ,Iraq
1085,20667,MWI,Malawi,SWZ,Eswatini
1084,13357,FJI,Fiji,IND,India
1084,18443,JOR,Jordan,PRT,Portugal
1084,8551,CHL,Chile,IND,India
1083,3055,AZE,Azerbaijan,FSM,Micronesia
1083,6586,BGR,Bulgaria,IND,India
1083,17829,ISR,Israel,TKM,Turkmenistan
1082,18807,KIR,Kiribati,NRU,Nauru
1082,24379,PHL,Philippines,TUN,Tunisia
1082,10476,CYP,Cyprus,NOR,Norway
1082,3087,AZE,Azerbaijan,PRT,Portugal
1081,10374,CUB,Cuba,ZMB,Zambia
1081,26346,LKA,Sri Lanka,UGA,Uganda
1080,11682,COD,DR Congo,LBR,Liberia
