"year","gov_period","tone","right","center","left","years_inoffice","change","election","partner_right","partner_center","partner_left","partner_years_inoffice","partner_change","partner_election"
1987,USA04,1.104964352609895,1,0,0,7,2.0,0,0,1,0,10,0.0,0
1987,USA04,0.72528306451711,1,0,0,7,2.0,0,1,0,0,5,2.0,0
1987,USA04,0.8749264921046871,1,0,0,7,2.0,0,0,1,0,5,0.0,0
1987,USA04,1.3635354232563026,1,0,0,7,2.0,0,0,0,1,18,0.0,0
1987,USA04,1.12223242784128,1,0,0,7,2.0,0,0,0,1,7,0.0,0
1987,USA04,0.06412039786804691,1,0,0,7,2.0,0,0,1,0,8,0.0,0
1987,USA04,-0.43581007720781706,1,0,0,7,2.0,0,1,0,0,10,1.0,0
1987,USA04,2.2248810055001558,1,0,0,7,2.0,0,0,0,1,3,0.0,0
1987,USA04,1.4658391362679941,1,0,0,7,2.0,0,0,0,1,28,0.0,0
1987,USA04,-2.8600955997616193,1,0,0,7,2.0,0,0,0,1,2,0.0,0
1987,USA04,0.017176743749219625,1,0,0,7,2.0,0,1,0,0,5,0.0,0
1987,USA04,-1.3396571396774526,1,0,0,7,2.0,0,0,0,0,0,0.0,0
1987,USA04,0.4745268540828116,1,0,0,7,2.0,0,0,1,0,21,0.0,0
1987,USA04,0.8592550862992931,1,0,0,7,2.0,0,0,0,1,1,0.0,1
1987,USA04,0.4142605018851375,1,0,0,7,2.0,0,0,1,0,8,0.0,0
1987,USA04,1.4428886651236095,1,0,0,7,2.0,0,0,0,0,0,0.0,0
1987,USA04,-0.5821944547119196,1,0,0,7,2.0,0,0,0,1,8,0.0,0
1987,USA04,-0.7498252811886923,1,0,0,7,2.0,0,1,0,0,1,0.0,1
1987,USA04,-0.04706488402305897,1,0,0,7,2.0,0,0,1,0,1,1.0,1
1987,USA04,1.2791641122489006,1,0,0,7,2.0,0,0,0,1,3,2.0,0
1987,USA04,0.6135689420979684,1,0,0,7,2.0,0,0,0,1,18,0.0,0
1987,USA04,-0.7113670959703691,1,0,0,7,2.0,0,0,1,0,18,0.0,0
1987,USA04,1.1628165738247889,1,0,0,7,2.0,0,0,0,1,7,0.0,0
1987,USA04,0.2751492341762649,1,0,0,7,2.0,0,1,0,0,3,0.0,0
1987,USA04,-1.5561642565363956,1,0,0,7,2.0,0,0,1,0,23,0.0,0
1987,USA04,1.3610552476255853,1,0,0,7,2.0,0,1,0,0,14,0.0,0
1987,USA04,0.09826801198472968,1,0,0,7,2.0,0,0,1,0,20,0.0,0
1987,USA04,1.019511102303377,1,0,0,7,2.0,0,0,0,1,5,1.0,0
1987,USA04,-0.18340633879520052,1,0,0,7,2.0,0,0,1,0,5,0.0,0
1987,USA04,0.617402939104541,1,0,0,7,2.0,0,0,1,0,6,0.0,0
1987,USA04,0.21671808584225616,1,0,0,7,2.0,0,0,0,1,3,0.0,0
1987,USA04,0.1567045213167626,1,0,0,7,2.0,0,0,1,0,10,1.0,0
1987,USA04,1.2819617442467095,1,0,0,7,2.0,0,0,0,1,8,2.0,0
1987,USA04,1.286377930337201,1,0,0,7,2.0,0,1,0,0,3,2.0,0
1987,USA04,2.2335445546417203,1,0,0,7,2.0,0,0,0,0,0,0.0,0
1987,USA04,-2.183972850078147,1,0,0,7,2.0,0,0,1,0,2,0.0,0
1987,USA04,-0.20283552577883235,1,0,0,7,2.0,0,0,1,0,5,0.0,0
1987,USA04,-1.9350972372678341,1,0,0,7,2.0,0,0,1,0,1,0.0,1
1987,USA04,1.8469025285006335,1,0,0,7,2.0,0,0,0,1,9,0.0,0
1987,USA04,1.8934910048600964,1,0,0,7,2.0,0,1,0,0,4,0.0,0
1987,USA04,3.421867758717851,1,0,0,7,2.0,0,0,1,0,19,0.0,0
1987,USA04,0.8216784284901291,1,0,0,7,2.0,0,0,0,1,1,0.0,1
1987,USA04,0.8761313784908822,1,0,0,7,2.0,0,0,0,0,0,0.0,0
1987,USA04,-0.47333777774032715,1,0,0,7,2.0,0,0,1,0,11,0.0,0
1987,USA04,1.8663521594152659,1,0,0,7,2.0,0,0,1,0,13,1.0,0
1987,USA04,1.3552515064883508,1,0,0,7,2.0,0,0,0,1,4,0.0,0
1987,USA04,1.1161397534528632,1,0,0,7,2.0,0,0,0,0,1,0.0,1
1987,USA04,0.6178637588070242,1,0,0,7,2.0,0,0,0,1,33,0.0,0
1987,USA04,1.1542299101230133,1,0,0,7,2.0,0,0,1,0,16,0.0,0
1987,USA04,-0.7365888079437926,1,0,0,7,2.0,0,0,0,0,0,0.0,0
1987,USA04,2.0609465444112756,1,0,0,7,2.0,0,0,1,0,16,0.0,0
1987,USA04,2.03024900871205,1,0,0,7,2.0,0,0,0,1,32,0.0,0
1987,USA04,-0.4148798030728713,1,0,0,7,2.0,0,1,0,0,2,0.0,0
1987,USA04,0.46978903909491354,1,0,0,7,2.0,0,0,0,1,2,0.0,0
1987,USA04,2.8312532752748654,1,0,0,7,2.0,0,0,0,1,3,0.0,0
1987,USA04,-0.04208396660201874,1,0,0,7,2.0,0,1,0,0,7,0.0,0
1987,USA04,-0.050689883774224676,1,0,0,7,2.0,0,0,1,0,4,0.0,0
1987,USA04,-0.4321279451231437,1,0,0,7,2.0,0,0,0,0,0,0.0,0
1988,USA04,1.26888325408218,1,0,0,8,2.0,0,0,0,1,6,1.0,0
1988,USA04,0.21705366585182695,1,0,0,8,2.0,0,1,0,0,3,2.0,0
1988,USA04,-0.8875257449108385,1,0,0,8,2.0,0,0,1,0,24,0.0,0
1988,USA04,-0.36816631011266754,1,0,0,8,2.0,0,0,1,0,18,0.0,0
1988,USA04,0.7871013471338157,1,0,0,8,2.0,0,0,1,0,2,0.0,0
1988,USA04,1.4634934911773145,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,0.4853595911279207,1,0,0,8,2.0,0,0,1,0,1,1.0,1
1988,USA04,-0.601028008446217,1,0,0,8,2.0,0,0,1,0,21,0.0,0
1988,USA04,0.4200104329548795,1,0,0,8,2.0,0,1,0,0,6,0.0,0
1988,USA04,3.927810121543163,1,0,0,8,2.0,0,0,0,1,13,0.0,0
1988,USA04,-2.581133356957015,1,0,0,8,2.0,0,0,0,1,1,0.0,1
1988,USA04,0.4446132352512011,1,0,0,8,2.0,0,0,1,0,11,0.0,0
1988,USA04,0.7404340535409482,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,1.5351937478256907,1,0,0,8,2.0,0,0,0,1,19,0.0,0
1988,USA04,0.13762580998031737,1,0,0,8,2.0,0,1,0,0,3,0.0,0
1988,USA04,0.9230801255768748,1,0,0,8,2.0,0,1,0,0,34,0.0,0
1988,USA04,0.10470609180660428,1,0,0,8,2.0,0,0,0,1,16,0.0,0
1988,USA04,0.4654020513763335,1,0,0,8,2.0,0,0,1,0,21,0.0,0
1988,USA04,0.7825453264026985,1,0,0,8,2.0,0,0,1,0,7,0.0,0
1988,USA04,-0.023153764361435236,1,0,0,8,2.0,0,1,0,0,2,1.0,0
1988,USA04,0.07277342299246836,1,0,0,8,2.0,0,0,0,1,2,2.0,0
1988,USA04,-0.9870366996552256,1,0,0,8,2.0,0,1,0,0,8,0.0,0
1988,USA04,1.1974215321522594,1,0,0,8,2.0,0,0,1,0,28,0.0,0
1988,USA04,0.6053110243961832,1,0,0,8,2.0,0,0,1,0,9,0.0,0
1988,USA04,1.373665516446125,1,0,0,8,2.0,0,1,0,0,4,0.0,0
1988,USA04,0.36423853602178546,1,0,0,8,2.0,0,0,0,1,8,0.0,0
1988,USA04,-1.4103537477514139,1,0,0,8,2.0,0,1,0,0,8,2.0,0
1988,USA04,0.6145685663494715,1,0,0,8,2.0,0,0,0,1,19,0.0,0
1988,USA04,0.8020071877065309,1,0,0,8,2.0,0,0,0,1,7,0.0,0
1988,USA04,1.4006120538147329,1,0,0,8,2.0,0,0,0,1,1,0.0,1
1988,USA04,-0.02928624631544352,1,0,0,8,2.0,0,0,0,1,4,0.0,0
1988,USA04,0.7628499985918982,1,0,0,8,2.0,0,0,0,1,34,0.0,0
1988,USA04,1.1834114270585685,1,0,0,8,2.0,0,0,0,1,3,0.0,0
1988,USA04,0.4476913932194213,1,0,0,8,2.0,0,1,0,0,7,0.0,0
1988,USA04,0.3190085266696734,1,0,0,8,2.0,0,0,1,0,9,0.0,0
1988,USA04,0.4900832581226071,1,0,0,8,2.0,0,0,0,1,2,2.0,0
1988,USA04,-0.32894283702208416,1,0,0,8,2.0,0,0,1,0,19,0.0,0
1988,USA04,0.17204612746497805,1,0,0,8,2.0,0,0,1,0,10,0.0,0
1988,USA04,-2.380036960951807,1,0,0,8,2.0,0,0,1,0,1,0.0,1
1988,USA04,0.24520123468482158,1,0,0,8,2.0,0,1,0,0,5,1.0,0
1988,USA04,0.5442881223942093,1,0,0,8,2.0,0,0,1,0,4,0.0,0
1988,USA04,0.2718944246690702,1,0,0,8,2.0,0,0,1,0,11,1.0,0
1988,USA04,-0.9828232959557113,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,-1.2866239860057282,1,0,0,8,2.0,0,1,0,0,1,2.0,1
1988,USA04,1.3334003529142846,1,0,0,8,2.0,0,0,1,0,35,0.0,0
1988,USA04,0.7283130822698869,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,2.450822541288728,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,0.8134035559590851,1,0,0,8,2.0,0,1,0,0,3,1.0,0
1988,USA04,0.2413059045765218,1,0,0,8,2.0,0,1,0,0,1,0.0,1
1988,USA04,0.8156945011274965,1,0,0,8,2.0,0,0,1,0,2,1.0,0
1988,USA04,0.9943075692037953,1,0,0,8,2.0,0,0,1,0,2,0.0,0
1988,USA04,1.1990461856266554,1,0,0,8,2.0,0,1,0,0,2,2.0,0
1988,USA04,-0.11438864180089858,1,0,0,8,2.0,0,0,1,0,6,1.0,0
1988,USA04,-0.46009317112048986,1,0,0,8,2.0,0,0,1,0,20,0.0,0
1988,USA04,-0.4701436173214306,1,0,0,8,2.0,0,1,0,0,11,1.0,0
1988,USA04,1.4517486233255852,1,0,0,8,2.0,0,0,1,0,3,1.0,0
1988,USA04,-1.298968588902527,1,0,0,8,2.0,0,0,1,0,15,0.0,0
1988,USA04,0.6792640218113393,1,0,0,8,2.0,0,0,1,0,17,0.0,0
1988,USA04,3.6561074398828355,1,0,0,8,2.0,0,0,1,0,2,0.0,0
1988,USA04,0.3042482241148292,1,0,0,8,2.0,0,1,0,0,4,0.0,0
1988,USA04,0.09375093704492166,1,0,0,8,2.0,0,1,0,0,6,2.0,0
1988,USA04,-0.26468417324267524,1,0,0,8,2.0,0,0,1,0,17,0.0,0
1988,USA04,1.5945417076456048,1,0,0,8,2.0,0,0,0,1,29,0.0,0
1988,USA04,0.6873486220741629,1,0,0,8,2.0,0,0,1,0,7,0.0,0
1988,USA04,1.239835643563894,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,1.0877548318727488,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,0.05077466874233583,1,0,0,8,2.0,0,0,1,0,10,0.0,0
1988,USA04,2.546440361143997,1,0,0,8,2.0,0,0,0,1,3,0.0,0
1988,USA04,1.2528825186197423,1,0,0,8,2.0,0,1,0,0,4,1.0,0
1988,USA04,-0.6679420789768171,1,0,0,8,2.0,0,0,1,0,20,0.0,0
1988,USA04,0.8959663302146401,1,0,0,8,2.0,0,0,1,0,1,1.0,1
1988,USA04,1.0405233226326773,1,0,0,8,2.0,0,1,0,0,4,2.0,0
1988,USA04,0.2531182535995331,1,0,0,8,2.0,0,0,1,0,6,1.0,0
1988,USA04,-0.6626488829618462,1,0,0,8,2.0,0,0,1,0,17,0.0,0
1988,USA04,1.114077092108424,1,0,0,8,2.0,0,1,0,0,2,2.0,0
1988,USA04,1.936396110449742,1,0,0,8,2.0,0,0,0,1,4,0.0,0
1988,USA04,1.8694710791269076,1,0,0,8,2.0,0,0,0,1,2,1.0,0
1988,USA04,-0.10090486632976692,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,1.200233690059381,1,0,0,8,2.0,0,0,0,1,10,0.0,0
1988,USA04,0.03559850369921502,1,0,0,8,2.0,0,0,1,0,18,0.0,0
1988,USA04,0.16220557645177092,1,0,0,8,2.0,0,0,0,1,6,0.0,0
1988,USA04,-0.21269255367715,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,0.7581164836883163,1,0,0,8,2.0,0,1,0,0,9,2.0,0
1988,USA04,-0.565512064235127,1,0,0,8,2.0,0,0,0,1,13,1.0,0
1988,USA04,0.7201438120997761,1,0,0,8,2.0,0,1,0,0,15,0.0,0
1988,USA04,0.4789549874815746,1,0,0,8,2.0,0,0,0,1,2,0.0,0
1988,USA04,0.23301900992362334,1,0,0,8,2.0,0,0,0,1,3,0.0,0
1988,USA04,-2.141941722856567,1,0,0,8,2.0,0,0,0,1,3,0.0,0
1988,USA04,0.27724014545205744,1,0,0,8,2.0,0,0,1,0,23,0.0,0
1988,USA04,0.5509118593553213,1,0,0,8,2.0,0,0,0,1,5,2.0,0
1988,USA04,0.6199630390481925,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,-0.442748248965251,1,0,0,8,2.0,0,1,0,0,4,1.0,0
1988,USA04,1.5087959389590537,1,0,0,8,2.0,0,0,0,1,9,2.0,0
1988,USA04,0.3361258057875238,1,0,0,8,2.0,0,1,0,0,1,2.0,1
1988,USA04,0.11973225388827125,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,1.1046110314363,1,0,0,8,2.0,0,0,0,0,2,0.0,0
1988,USA04,2.306026645344083,1,0,0,8,2.0,0,0,1,0,4,0.0,0
1988,USA04,1.6776661202806888,1,0,0,8,2.0,0,1,0,0,6,2.0,0
1988,USA04,3.3906794016914725,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,1.8457697285328774,1,0,0,8,2.0,0,0,0,1,4,2.0,0
1988,USA04,-0.20083939394273997,1,0,0,8,2.0,0,0,0,1,8,0.0,0
1988,USA04,-0.2061585704801816,1,0,0,8,2.0,0,1,0,0,6,0.0,0
1988,USA04,1.0426856981277206,1,0,0,8,2.0,0,0,0,1,41,0.0,0
1988,USA04,-0.5072696375512082,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,-2.583238931395157,1,0,0,8,2.0,0,0,0,1,9,0.0,0
1988,USA04,0.40087482999059,1,0,0,8,2.0,0,1,0,0,1,0.0,1
1988,USA04,-1.514640069878185,1,0,0,8,2.0,0,0,1,0,4,0.0,0
1988,USA04,1.8218747234871389,1,0,0,8,2.0,0,0,1,0,1,0.0,1
1988,USA04,0.6292360880351691,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,0.835743676232358,1,0,0,8,2.0,0,0,0,1,2,0.0,0
1988,USA04,0.5723299888659614,1,0,0,8,2.0,0,0,0,1,3,2.0,0
1988,USA04,0.6374773784492298,1,0,0,8,2.0,0,0,1,0,11,1.0,0
1988,USA04,-1.190633797056074,1,0,0,8,2.0,0,0,1,0,1,0.0,1
1988,USA04,-0.17450660556483122,1,0,0,8,2.0,0,1,0,0,2,2.0,0
1988,USA04,0.010973563172433032,1,0,0,8,2.0,0,0,1,0,8,1.0,0
1988,USA04,0.7916868807109765,1,0,0,8,2.0,0,0,1,0,3,0.0,0
1988,USA04,-0.04915211940925435,1,0,0,8,2.0,0,0,1,0,5,0.0,0
1988,USA04,0.5452812992849436,1,0,0,8,2.0,0,0,1,0,22,0.0,0
1988,USA04,0.9695825004695813,1,0,0,8,2.0,0,0,1,0,16,0.0,0
1988,USA04,0.3679753410079849,1,0,0,8,2.0,0,0,1,0,1,1.0,1
1988,USA04,0.404762519982949,1,0,0,8,2.0,0,1,0,0,3,1.0,0
1988,USA04,1.4083828526492255,1,0,0,8,2.0,0,1,0,0,4,2.0,0
1988,USA04,0.38328548801778695,1,0,0,8,2.0,0,0,0,1,5,1.0,0
1988,USA04,1.1630809502018167,1,0,0,8,2.0,0,0,1,0,17,0.0,0
1988,USA04,-0.13575184868089885,1,0,0,8,2.0,0,0,0,1,2,0.0,0
1988,USA04,0.34074533412305286,1,0,0,8,2.0,0,0,0,1,7,0.0,0
1988,USA04,1.984834245303019,1,0,0,8,2.0,0,0,1,0,7,0.0,0
1988,USA04,2.2092710732127703,1,0,0,8,2.0,0,0,1,0,6,0.0,0
1988,USA04,-2.164403537771207,1,0,0,8,2.0,0,0,1,0,3,0.0,0
1988,USA04,2.076553269220187,1,0,0,8,2.0,0,0,0,1,1,0.0,1
1988,USA04,0.5044299923345301,1,0,0,8,2.0,0,0,1,0,2,1.0,0
1988,USA04,1.069007628356606,1,0,0,8,2.0,0,0,1,0,4,1.0,0
1988,USA04,0.6739337118610722,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,1.0145021079199381,1,0,0,8,2.0,0,0,0,1,9,0.0,0
1988,USA04,0.5352116117546419,1,0,0,8,2.0,0,0,1,0,9,0.0,0
1988,USA04,1.5968944494511668,1,0,0,8,2.0,0,0,0,1,11,0.0,0
1988,USA04,1.7162187432986835,1,0,0,8,2.0,0,0,0,1,33,0.0,0
1988,USA04,1.4056170504300942,1,0,0,8,2.0,0,0,1,0,10,0.0,0
1988,USA04,1.4056170504300942,1,0,0,8,2.0,0,0,0,1,1,0.0,1
1988,USA04,-1.5525970741059774,1,0,0,8,2.0,0,0,1,0,3,0.0,0
1988,USA04,1.0514435013375243,1,0,0,8,2.0,0,0,0,1,2,0.0,0
1988,USA04,0.7347316478989034,1,0,0,8,2.0,0,0,0,1,10,0.0,0
1988,USA04,1.3662242561869524,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,1.7156054860305376,1,0,0,8,2.0,0,0,0,1,8,0.0,0
1988,USA04,-2.6250460353619687,1,0,0,8,2.0,0,0,1,0,11,0.0,0
1988,USA04,1.325605362684498,1,0,0,8,2.0,0,0,0,1,9,0.0,0
1988,USA04,0.7108129324055499,1,0,0,8,2.0,0,0,0,1,24,0.0,0
1988,USA04,0.9385626962009193,1,0,0,8,2.0,0,0,0,1,3,0.0,0
1988,USA04,0.7937511312206444,1,0,0,8,2.0,0,0,1,0,21,0.0,0
1988,USA04,0.1078991011766881,1,0,0,8,2.0,0,0,1,0,2,0.0,0
1988,USA04,0.7964367958367609,1,0,0,8,2.0,0,1,0,0,1,0.0,1
1988,USA04,1.1311342888692497,1,0,0,8,2.0,0,0,0,1,1,0.0,1
1988,USA04,0.6135723467482164,1,0,0,8,2.0,0,1,0,0,6,2.0,0
1988,USA04,1.8359106234113955,1,0,0,8,2.0,0,0,1,0,7,0.0,0
1988,USA04,2.522788723239162,1,0,0,8,2.0,0,0,1,0,1,0.0,1
1988,USA04,1.4897579960433065,1,0,0,8,2.0,0,0,0,1,2,0.0,0
1988,USA04,1.1179374973123197,1,0,0,8,2.0,0,0,1,0,27,0.0,0
1988,USA04,-0.006589755982862933,1,0,0,8,2.0,0,0,1,0,6,0.0,0
1988,USA04,0.8909314509726327,1,0,0,8,2.0,0,0,1,0,6,0.0,0
1988,USA04,-0.01282467577567914,1,0,0,8,2.0,0,0,0,1,2,2.0,0
1988,USA04,0.09480768914078297,1,0,0,8,2.0,0,1,0,0,3,0.0,0
1988,USA04,0.8905314274504459,1,0,0,8,2.0,0,0,1,0,8,0.0,0
1988,USA04,-0.4651803976573623,1,0,0,8,2.0,0,0,0,0,0,0.0,0
1988,USA04,-0.41418281507790145,1,0,0,8,2.0,0,0,1,0,5,0.0,0
1989,USA05,0.8060656870539944,1,0,0,1,0.0,1,0,1,0,8,0.0,0
1989,USA05,1.1027072633879138,1,0,0,1,0.0,1,0,1,0,28,0.0,0
1989,USA05,0.15476380242589638,1,0,0,1,0.0,1,1,0,0,5,1.0,0
1989,USA05,1.1599789774585956,1,0,0,1,0.0,1,0,0,1,4,0.0,0
1989,USA05,-0.08823659600683254,1,0,0,1,0.0,1,1,0,0,3,0.0,0
1989,USA05,0.8054097564373341,1,0,0,1,0.0,1,0,1,0,1,0.0,1
1989,USA05,1.5782066392336187,1,0,0,1,0.0,1,0,0,0,0,0.0,0
1989,USA05,0.0951168779421998,1,0,0,1,0.0,1,0,1,0,3,1.0,0
1989,USA05,0.1808586968948065,1,0,0,1,0.0,1,0,0,1,3,2.0,0
1989,USA05,1.144380949067382,1,0,0,1,0.0,1,0,1,0,1,1.0,1
1989,USA05,-0.06437332343332258,1,0,0,1,0.0,1,1,0,0,4,0.0,0
1989,USA05,0.25011163033577155,1,0,0,1,0.0,1,1,0,0,9,2.0,0
1989,USA05,-0.12013679014811096,1,0,0,1,0.0,1,0,1,0,8,0.0,0
1989,USA05,0.6036383213588348,1,0,0,1,0.0,1,0,0,1,2,0.0,0
1989,USA05,0.9704978470636654,1,0,0,1,0.0,1,0,1,0,1,1.0,1
1989,USA05,2.0808208642621473,1,0,0,1,0.0,1,1,0,0,35,0.0,0
1989,USA05,0.3469484481735492,1,0,0,1,0.0,1,1,0,0,7,2.0,0
1989,USA05,-0.33981484167868903,1,0,0,1,0.0,1,0,1,0,20,0.0,0
1989,USA05,1.3647183804447787,1,0,0,1,0.0,1,0,0,1,9,0.0,0
1989,USA05,-0.059780780139210954,1,0,0,1,0.0,1,0,0,1,4,2.0,0
1989,USA05,0.2439001202263329,1,0,0,1,0.0,1,0,0,0,0,0.0,0
1989,USA05,0.6665265490636019,1,0,0,1,0.0,1,0,0,1,3,0.0,0
1989,USA05,-3.764125924070079,1,0,0,1,0.0,1,0,0,1,26,0.0,0
1989,USA05,1.4335379741064198,1,0,0,1,0.0,1,0,0,1,14,0.0,0
1989,USA05,0.41380206764034533,1,0,0,1,0.0,1,0,1,0,3,0.0,0
1989,USA05,5.754630309689918,1,0,0,1,0.0,1,0,1,0,29,0.0,0
1989,USA05,0.01660321803162823,1,0,0,1,0.0,1,0,1,0,22,0.0,0
1989,USA05,1.2968646675860072,1,0,0,1,0.0,1,0,0,1,5,2.0,0
1989,USA05,0.3314584203387394,1,0,0,1,0.0,1,1,0,0,16,0.0,0
1989,USA05,1.9275809066939171,1,0,0,1,0.0,1,0,0,1,8,0.0,0
1989,USA05,0.8885597580483475,1,0,0,1,0.0,1,0,0,1,1,2.0,1
1989,USA05,0.5263786978786422,1,0,0,1,0.0,1,1,0,0,1,0.0,1
1989,USA05,0.4899521303270751,1,0,0,1,0.0,1,1,0,0,2,2.0,0
1989,USA05,0.017414818377511132,1,0,0,1,0.0,1,0,0,1,3,1.0,0
1989,USA05,1.2429903186031277,1,0,0,1,0.0,1,0,0,0,3,0.0,0
1989,USA05,-2.272995151353629,1,0,0,1,0.0,1,0,1,0,2,0.0,0
1989,USA05,-0.31593770498682616,1,0,0,1,0.0,1,0,1,0,7,0.0,0
1989,USA05,-1.6834072671790792,1,0,0,1,0.0,1,0,1,0,17,0.0,0
1989,USA05,-0.6413413915796871,1,0,0,1,0.0,1,0,1,0,1,1.0,1
1989,USA05,0.7041972253697111,1,0,0,1,0.0,1,0,0,1,12,0.0,0
1989,USA05,0.5016719324279038,1,0,0,1,0.0,1,0,0,1,20,0.0,0
1989,USA05,-0.526914960763234,1,0,0,1,0.0,1,0,1,0,2,0.0,0
1989,USA05,0.6998706624753286,1,0,0,1,0.0,1,1,0,0,2,0.0,0
1989,USA05,1.012883903381331,1,0,0,1,0.0,1,0,1,0,1,0.0,1
1989,USA05,2.147967030052424,1,0,0,1,0.0,1,0,0,0,0,0.0,0
1989,USA05,0.09667782731818697,1,0,0,1,0.0,1,0,0,0,0,0.0,0
1989,USA05,1.1041305371927423,1,0,0,1,0.0,1,0,0,1,7,1.0,0
1989,USA05,1.9176807783119303,1,0,0,1,0.0,1,0,0,0,0,0.0,0
1989,USA05,0.9855911303245879,1,0,0,1,0.0,1,0,0,0,0,0.0,0
1989,USA05,0.10736207714212931,1,0,0,1,0.0,1,0,1,0,36,0.0,0
1989,USA05,0.6725941794040109,1,0,0,1,0.0,1,0,0,1,5,0.0,0
1989,USA05,1.1764318230363182,1,0,0,1,0.0,1,1,0,0,3,1.0,0
1989,USA05,0.690622025580808,1,0,0,1,0.0,1,1,0,0,3,2.0,0
1989,USA05,0.9242216660481573,1,0,0,1,0.0,1,0,0,1,35,0.0,0
1989,USA05,0.7615731515862629,1,0,0,1,0.0,1,0,1,0,11,0.0,0
1989,USA05,0.6267988262264366,1,0,0,1,0.0,1,0,1,0,5,0.0,0
1989,USA05,0.8081102664570752,1,0,0,1,0.0,1,0,0,1,4,0.0,0
1989,USA05,0.5954738390194487,1,0,0,1,0.0,1,0,1,0,12,0.0,0
1989,USA05,0.3447093055999435,1,0,0,1,0.0,1,0,1,0,8,0.0,0
1989,USA05,-0.1026307593037501,1,0,0,1,0.0,1,0,1,0,1,0.0,1
1989,USA05,5.722712552692848,1,0,0,1,0.0,1,0,1,0,16,0.0,0
1989,USA05,0.5199181074769701,1,0,0,1,0.0,1,0,0,0,0,0.0,0
1989,USA05,0.05467692214918607,1,0,0,1,0.0,1,0,0,1,1,2.0,1
1989,USA05,-2.0930348899144096,1,0,0,1,0.0,1,0,0,1,7,0.0,0
1989,USA05,-1.2711570887932577,1,0,0,1,0.0,1,0,1,0,3,1.0,0
1989,USA05,0.8582997052205386,1,0,0,1,0.0,1,0,0,1,14,1.0,0
1989,USA05,2.274788017803804,1,0,0,1,0.0,1,0,1,0,24,0.0,0
1989,USA05,1.6436851670050707,1,0,0,1,0.0,1,0,0,1,42,0.0,0
1989,USA05,5.363114280660077,1,0,0,1,0.0,1,1,0,0,9,0.0,0
1989,USA05,1.2804421929571852,1,0,0,1,0.0,1,0,0,1,10,2.0,0
1989,USA05,-0.16402102213207392,1,0,0,1,0.0,1,0,1,0,2,1.0,0
1989,USA05,-0.7784264799044154,1,0,0,1,0.0,1,1,0,0,3,2.0,0
1989,USA05,0.6545342183794256,1,0,0,1,0.0,1,1,0,0,5,2.0,0
1989,USA05,1.6390787691075142,1,0,0,1,0.0,1,0,1,0,25,0.0,0
1989,USA05,0.3799997075145871,1,0,0,1,0.0,1,0,1,0,18,0.0,0
1989,USA05,1.705952251366857,1,0,0,1,0.0,1,0,1,0,1,0.0,1
1989,USA05,0.6826554345217435,1,0,0,1,0.0,1,0,1,0,21,0.0,0
1989,USA05,1.521108711964012,1,0,0,1,0.0,1,0,0,1,1,0.0,1
1989,USA05,-1.3220732047652688,1,0,0,1,0.0,1,0,1,0,12,0.0,0
1989,USA05,-1.8035024622161009,1,0,0,1,0.0,1,0,0,1,1,1.0,1
1989,USA05,-0.16397938204987117,1,0,0,1,0.0,1,1,0,0,7,2.0,0
1989,USA05,-0.09131572542142585,1,0,0,1,0.0,1,0,1,0,1,0.0,1
1989,USA05,0.961677751964511,1,0,0,1,0.0,1,0,1,0,7,0.0,0
1989,USA05,-0.7090511026844104,1,0,0,1,0.0,1,0,1,0,3,0.0,0
1989,USA05,-0.0059473452246443514,1,0,0,1,0.0,1,1,0,0,1,1.0,1
1989,USA05,0.14276103731167034,1,0,0,1,0.0,1,1,0,0,4,2.0,0
1989,USA05,0.6193579924538852,1,0,0,1,0.0,1,0,1,0,6,0.0,0
1989,USA05,1.1202949549069139,1,0,0,1,0.0,1,0,0,1,20,0.0,0
1989,USA05,0.36630885853861717,1,0,0,1,0.0,1,0,1,0,22,0.0,0
1989,USA05,4.347821216457295,1,0,0,1,0.0,1,0,0,1,5,0.0,0
1989,USA05,0.6380222399325053,1,0,0,1,0.0,1,1,0,0,4,0.0,0
1989,USA05,3.1590264110508928,1,0,0,1,0.0,1,0,0,1,17,0.0,0
1989,USA05,0.14960739257946098,1,0,0,1,0.0,1,0,1,0,18,0.0,0
1989,USA05,0.9167744263775841,1,0,0,1,0.0,1,1,0,0,2,2.0,0
