,country,type,value
1,64,Adjusted R-Squared,0.1134116078200672
0,65,R-Squared,0.01838460005538123
1,65,Adjusted R-Squared,0.009295568574412494
0,68,R-Squared,0.10699992018264137
1,68,Adjusted R-Squared,0.0837715944070454
0,69,R-Squared,0.06218897922679245
1,69,Adjusted R-Squared,0.050585018339834864
0,70,R-Squared,0.01815228464974572
1,70,Adjusted R-Squared,0.014898194601884018
0,73,R-Squared,0.05663907414443736
1,73,Adjusted R-Squared,0.032294276057842186
0,74,R-Squared,0.06247867288938025
1,74,Adjusted R-Squared,0.03327240101677531
0,75,R-Squared,0.02658659067344915
1,75,Adjusted R-Squared,0.004629897229993185
0,76,R-Squared,0.02734549182696855
1,76,Adjusted R-Squared,0.024043382972363747
0,77,R-Squared,0.06617418438279876
1,77,Adjusted R-Squared,0.05251449825010035
0,78,R-Squared,0.032637000547334205
1,78,Adjusted R-Squared,0.023739849214575615
0,80,R-Squared,0.11126510558734737
1,80,Adjusted R-Squared,0.05784388242593108
0,83,R-Squared,0.03972573054288664
1,83,Adjusted R-Squared,0.006612824699537834
0,84,R-Squared,0.0826155218111333
1,84,Adjusted R-Squared,0.05996405321387721
0,85,R-Squared,0.10172500483535007
1,85,Adjusted R-Squared,0.0403521790787591
0,86,R-Squared,0.04451468244979595
1,86,Adjusted R-Squared,0.014655766276352122
0,87,R-Squared,0.023373183330126723
1,87,Adjusted R-Squared,-0.003457223721243352
0,88,R-Squared,0.07018908200970353
1,88,Adjusted R-Squared,0.03613007402471091
0,90,R-Squared,0.05402944903019824
1,90,Adjusted R-Squared,0.04522972297466521
0,91,R-Squared,0.10036923313177615
1,91,Adjusted R-Squared,0.053245716772012064
0,92,R-Squared,0.019237467179225698
1,92,Adjusted R-Squared,0.012650747684122998
0,93,R-Squared,0.022547224057463677
1,93,Adjusted R-Squared,0.016973722840399996
0,94,R-Squared,0.022668647794681696
1,94,Adjusted R-Squared,0.019494205724993385
0,95,R-Squared,0.009629719740388842
1,95,Adjusted R-Squared,0.003875470210152221
0,96,R-Squared,0.028242461149854403
1,96,Adjusted R-Squared,0.016956078584812184
0,97,R-Squared,0.0359653047342392
1,97,Adjusted R-Squared,0.03170908091408131
0,98,R-Squared,0.028110648415030415
1,98,Adjusted R-Squared,0.02229965079718299
0,99,R-Squared,0.04874148845912307
1,99,Adjusted R-Squared,0.025019331064088712
0,100,R-Squared,0.04241952594356435
1,100,Adjusted R-Squared,0.010068834252468517
0,101,R-Squared,0.099803499764478
1,101,Adjusted R-Squared,0.09576838912772556
0,102,R-Squared,0.027208629331091028
1,102,Adjusted R-Squared,0.022171521910151704
0,103,R-Squared,0.19097140215854358
1,103,Adjusted R-Squared,0.18210047455063283
0,104,R-Squared,0.04731035950118656
1,104,Adjusted R-Squared,0.03988037097043329
0,106,R-Squared,0.029898689378376475
1,106,Adjusted R-Squared,0.022252570673969463
0,107,R-Squared,0.07835515638472934
1,107,Adjusted R-Squared,0.06157023373610693
0,108,R-Squared,0.04079381991008335
1,108,Adjusted R-Squared,0.02126247235169143
0,109,R-Squared,0.07881100386136042
1,109,Adjusted R-Squared,0.06343455627786265
0,110,R-Squared,0.017755667914386097
1,110,Adjusted R-Squared,0.009367586513142623
0,111,R-Squared,0.14042347574726344
1,111,Adjusted R-Squared,0.07942127080029493
0,112,R-Squared,0.06986196022724478
1,112,Adjusted R-Squared,0.049839419253662864
0,113,R-Squared,0.09003834998864957
1,113,Adjusted R-Squared,0.08357453400593284
0,115,R-Squared,0.23268142191024055
1,115,Adjusted R-Squared,0.21941366551675756
0,116,R-Squared,0.04053464489665681
1,116,Adjusted R-Squared,0.023701919368527946
0,118,R-Squared,0.05346790768456533
1,118,Adjusted R-Squared,0.036286632081479975
0,119,R-Squared,0.11497504093091815
1,119,Adjusted R-Squared,0.050842797520115
0,120,R-Squared,0.0980947449499403
1,120,Adjusted R-Squared,0.06710143721626116
0,121,R-Squared,0.03247012169632324
1,121,Adjusted R-Squared,0.02589946038356472
0,122,R-Squared,0.03494689655799332
1,122,Adjusted R-Squared,-0.0016081452390523943
0,123,R-Squared,0.05927588654214899
1,123,Adjusted R-Squared,0.0406936818318705
0,124,R-Squared,0.03491414961634087
1,124,Adjusted R-Squared,0.011375470338690574
0,127,R-Squared,0.03301776684061519
1,127,Adjusted R-Squared,0.007193315509949172
0,128,R-Squared,0.10768007424496795
1,128,Adjusted R-Squared,0.07212947959337312
0,130,R-Squared,0.010467097505507006
1,130,Adjusted R-Squared,-0.00018345232564698222
0,133,R-Squared,0.04808184504738078
1,133,Adjusted R-Squared,0.025144058181052475
0,136,R-Squared,0.027342475462992066
1,136,Adjusted R-Squared,0.019474669400003197
0,137,R-Squared,0.059599761276802
1,137,Adjusted R-Squared,0.04635468749196825
0,138,R-Squared,0.0518197282154943
1,138,Adjusted R-Squared,0.0388131401251719
0,139,R-Squared,0.11002052671885332
1,139,Adjusted R-Squared,0.09088118320743077
0,141,R-Squared,0.0383641427697099
1,141,Adjusted R-Squared,0.019096393353438046
0,142,R-Squared,0.028865248246281894
1,142,Adjusted R-Squared,0.021724551542210424
0,145,R-Squared,0.01758819397655642
1,145,Adjusted R-Squared,0.006732814904474194
0,146,R-Squared,0.06495925476862385
1,146,Adjusted R-Squared,0.04529300582494289
0,147,R-Squared,0.08934747991574699
1,147,Adjusted R-Squared,0.05733235225653499
0,148,R-Squared,0.05030284315429068
1,148,Adjusted R-Squared,0.04296669938652187
0,152,R-Squared,0.05040882521772472
1,152,Adjusted R-Squared,0.041688979719264885
0,153,R-Squared,0.1056070453192548
1,153,Adjusted R-Squared,0.09328273295160672
0,154,R-Squared,0.02828914135984395
1,154,Adjusted R-Squared,0.021896306763527162
0,156,R-Squared,0.035295324449221455
1,156,Adjusted R-Squared,0.00977403673623789
0,157,R-Squared,0.06449045919226604
1,157,Adjusted R-Squared,0.026461616070000304
0,158,R-Squared,0.0336257150454462
1,158,Adjusted R-Squared,-0.005498749932470792
0,159,R-Squared,0.0638833418991922
1,159,Adjusted R-Squared,0.04680658694212936
0,160,R-Squared,0.00673879336292782
1,160,Adjusted R-Squared,-0.0004356455293141881
0,162,R-Squared,0.0692528476627482
1,162,Adjusted R-Squared,0.062196873385897855
0,163,R-Squared,0.03665929901102627
1,163,Adjusted R-Squared,0.023211649631738607
0,165,R-Squared,0.0662482933780022
1,165,Adjusted R-Squared,0.058351873026019074
0,166,R-Squared,0.01140292067796056
1,166,Adjusted R-Squared,0.0040253305337663026
0,167,R-Squared,0.11966462471804484
1,167,Adjusted R-Squared,0.0942703350464501
0,168,R-Squared,0.015126301432428324
1,168,Adjusted R-Squared,0.006466340853496733
0,171,R-Squared,0.027124156535742183
1,171,Adjusted R-Squared,0.024159879133352602
0,172,R-Squared,0.04934129469543047
1,172,Adjusted R-Squared,0.03847662377766403
0,177,R-Squared,0.11711813799798798
1,177,Adjusted R-Squared,0.06159097686578596
0,180,R-Squared,0.15618763660412482
1,180,Adjusted R-Squared,0.07582455437594615
0,183,R-Squared,0.02156117174393335
1,183,Adjusted R-Squared,0.01793900116269842
0,184,R-Squared,0.06817127688822244
1,184,Adjusted R-Squared,0.05035428409449816
0,187,R-Squared,0.12735680671227356
1,187,Adjusted R-Squared,0.10396154683860792
0,188,R-Squared,0.025186660245458792
1,188,Adjusted R-Squared,0.016540865657835413
0,189,R-Squared,0.04197262339537533
1,189,Adjusted R-Squared,0.02717163864446115
0,191,R-Squared,0.24712757371105198
1,191,Adjusted R-Squared,0.18578241305047105
0,192,R-Squared,0.05397033359451986
1,192,Adjusted R-Squared,0.04032567494444084
0,193,R-Squared,0.043078362761022504
1,193,Adjusted R-Squared,0.03719323584073364
0,194,R-Squared,0.08551528817232346
1,194,Adjusted R-Squared,0.0447420844602614
0,195,R-Squared,0.01904263746716961
1,195,Adjusted R-Squared,0.01254623109277997
0,196,R-Squared,0.08267543683676082
1,196,Adjusted R-Squared,0.07306994402876887
0,198,R-Squared,0.11770264216815074
1,198,Adjusted R-Squared,0.036008442368905436
0,200,R-Squared,0.22928043773765405
1,200,Adjusted R-Squared,0.18986864194014785
0,201,R-Squared,0.04492098150342361
1,201,Adjusted R-Squared,0.03690735129483291
0,202,R-Squared,0.009963492804040408
1,202,Adjusted R-Squared,0.0033577446325910865
0,203,R-Squared,0.02656475505103928
1,203,Adjusted R-Squared,0.02132771271103151
0,204,R-Squared,0.03313166578531357
1,204,Adjusted R-Squared,0.019436646887088682
0,205,R-Squared,0.022057246329446722
1,205,Adjusted R-Squared,0.011369347382227502
0,206,R-Squared,0.019590673319356267
1,206,Adjusted R-Squared,0.01128915488852944
0,208,R-Squared,0.05276011762085864
1,208,Adjusted R-Squared,0.02724523863421502
0,211,R-Squared,0.10805912914908478
1,211,Adjusted R-Squared,0.07042449324820232
0,212,R-Squared,0.039696365595204064
1,212,Adjusted R-Squared,0.026684121226575375
0,213,R-Squared,0.03210391004721047
1,213,Adjusted R-Squared,0.02701459026256392
0,214,R-Squared,0.14917277757822578
1,214,Adjusted R-Squared,0.13457882865160864
0,217,R-Squared,0.06906279486306721
1,217,Adjusted R-Squared,0.060370570725467476
0,218,R-Squared,0.023411650111937576
1,218,Adjusted R-Squared,0.015025645546154043
0,219,R-Squared,0.015564959884475149
1,219,Adjusted R-Squared,0.0074291331066609345
0,220,R-Squared,0.006550931104191138
1,220,Adjusted R-Squared,0.003602136005064427
0,221,R-Squared,0.003513519244191299
1,221,Adjusted R-Squared,0.0015109338728974686
0,222,R-Squared,0.060141852741043
1,222,Adjusted R-Squared,0.02732140950342854
0,224,R-Squared,0.11605174275774499
1,224,Adjusted R-Squared,0.10175257977294383
0,225,R-Squared,0.13129662588135937
1,225,Adjusted R-Squared,0.04369628563410144
0,227,R-Squared,0.040717764469023754
1,227,Adjusted R-Squared,0.029456180060442372
0,228,R-Squared,0.0061782933949798835
1,228,Adjusted R-Squared,0.000698918031203033
0,231,R-Squared,0.039100476751772195
1,231,Adjusted R-Squared,0.0329480351011725
0,232,R-Squared,0.10666723748484452
1,232,Adjusted R-Squared,0.09362588328754295
0,233,R-Squared,0.041471397980890945
1,233,Adjusted R-Squared,0.03150748319898755
